startId,endId,startLat,startLon,endLat,endLon,roadCount
65299118,65290217,37.78071,-122.39508799999999,37.781326,-122.39586000000001,8.0
65300073,65300078,37.782556,-122.3974,37.783788,-122.39894299999999,11.0
65300085,65300097,37.785015,-122.400478,37.786260999999996,-122.402041,42.0
65303533,65303538,37.789833,-122.40387199999999,37.789635,-122.40543500000001,8.0
65303538,6378899319,37.789635,-122.40543500000001,37.789496,-122.40651000000001,15.0
65303541,65303544,37.789436,-122.40698200000001,37.789229,-122.408616,46.0
65303541,1271001343,37.789436,-122.40698200000001,37.788501000000004,-122.40679399999999,8.0
65306213,65329517,37.732954,-122.404674,37.734289000000004,-122.40549399999999,1.0
259395097,65355330,37.767074,-122.395091,37.774498,-122.39618200000001,17.0
259395677,767808208,37.742674,-122.397149,37.7573,-122.392205,25.0
260193155,260193156,37.776306,-122.39383500000001,37.777976,-122.39169199999999,8.0
767808208,259394878,37.7573,-122.392205,37.760605,-122.392324,17.0
1659365989,65286004,37.718907,-122.399406,37.72497,-122.401564,15.0
1723739121,1723738990,37.788031,-122.402984,37.787676,-122.40343600000001,2.0
