startId,endId,startLat,startLon,endLat,endLon,roadCount
32927645,65331336,37.732673999999996,-122.413308,37.738,-122.40153000000001,4.0
65280506,65286844,37.732254,-122.432121,37.729852,-122.440251,1.0
65284600,259395662,37.724914,-122.447259,37.72145,-122.448426,1.0
65284885,65282369,37.739469,-122.408143,37.735737,-122.408841,2.0
65284950,65315477,37.779529,-122.39813400000001,37.778302000000004,-122.396588,7.0
65286126,65285848,37.775464,-122.406378,37.771925,-122.40653999999999,1.0
65293746,65321839,37.780978000000005,-122.408721,37.782193,-122.407178,5.0
65293779,65315481,37.774814,-122.40099599999999,37.776574,-122.39877,4.0
65295867,315705409,37.718286,-122.442904,37.718915,-122.443699,2.0
65303721,65303719,37.771833,-122.40168200000001,37.773056,-122.40321999999999,3.0
65306942,65306940,37.775273,-122.416978,37.7757,-122.41644699999999,1.0
65325032,65351772,37.782728999999996,-122.40649599999999,37.784484,-122.404257,6.0
65325061,65334473,37.775354,-122.39724,37.777072,-122.39503899999998,27.0
65327566,65327574,37.717214,-122.44165,37.716417,-122.44108500000002,2.0
65327580,65327587,37.716007,-122.440297,37.715643,-122.439485,1.0
65327794,315705409,37.720096000000005,-122.445148,37.718915,-122.443699,1.0
65327798,65327794,37.720723,-122.446614,37.720096000000005,-122.445148,1.0
65331336,259395677,37.738,-122.40153000000001,37.742674,-122.397149,3.0
65334473,65325061,37.777072,-122.39503899999998,37.775354,-122.39724,20.0
65351772,65306804,37.784484,-122.404257,37.783251,-122.402708,20.0
65351775,65351780,37.781582,-122.400621,37.781211,-122.400159,3.0
65363166,65303696,37.777454999999996,-122.413175,37.779211,-122.410936,6.0
65371540,729040229,37.766047,-122.405244,37.752553999999996,-122.402999,30.0
258777392,764912790,37.725784999999995,-122.44618200000001,37.729703,-122.440173,3.0
259395677,767808208,37.742674,-122.397149,37.7573,-122.392205,6.0
302034830,65303747,37.766639,-122.393781,37.766562,-122.395095,1.0
315705409,65295867,37.718915,-122.443699,37.718286,-122.442904,1.0
351962622,32927591,37.732059,-122.432074,37.731383,-122.42540600000001,2.0
729040229,65284677,37.752553999999996,-122.402999,37.747095,-122.404509,7.0
764927041,315706810,37.732371,-122.414657,37.731552,-122.42493600000002,2.0
