startId,endId,startLat,startLon,endLat,endLon,roadCount
65293611,65324858,37.759893,-122.42488,37.761491,-122.425025,4.0
65303257,65303259,37.804894,-122.41178300000001,37.804684,-122.41342900000001,2.0
65303259,65303257,37.804684,-122.41342900000001,37.804894,-122.41178300000001,1.0
65303259,65303261,37.804684,-122.41342900000001,37.804479,-122.41507,1.0
65312670,65312672,37.799621,-122.415774,37.799413,-122.417422,4.0
65312677,65302901,37.799205,-122.41906499999999,37.799074,-122.420101,1.0
65312693,65312690,37.798349,-122.42564399999999,37.798549,-122.424074,9.0
65314183,65287128,37.786204,-122.424876,37.785429,-122.424719,5.0
65317128,65317133,37.803759,-122.41323799999999,37.803542,-122.41488100000001,3.0
65317133,65317138,37.803542,-122.41488100000001,37.803339,-122.416523,4.0
65317138,65317141,37.803339,-122.416523,37.803128,-122.41816999999999,2.0
65317148,65303152,37.802716,-122.421462,37.803540000000005,-122.42243400000001,2.0
65318628,258967883,37.758367,-122.42353999999999,37.758236,-122.42570900000001,1.0
65329127,65299406,37.797207,-122.427097,37.796275,-122.42690900000001,1.0
65352454,65352457,37.790048,-122.41722,37.789838,-122.41886399999999,3.0
173176455,371239915,37.790886,-122.425821,37.791765000000005,-122.42599799999999,3.0
258758536,65312687,37.798567999999996,-122.42392099999999,37.798766,-122.42235500000001,8.0
258758538,258758537,37.796703,-122.42354399999999,37.797636,-122.42373300000001,1.0
258758542,258758541,37.793071000000005,-122.42281100000001,37.793943,-122.422987,3.0
258758546,1564279875,37.789429999999996,-122.422076,37.790344,-122.422261,4.0
260336153,260336115,37.801341,-122.424477,37.802293,-122.424673,3.0
295083425,295083426,37.766402,-122.42431,37.764787,-122.42414699999999,9.0
295083426,65317399,37.764787,-122.42414699999999,37.763162,-122.424008,10.0
1723563931,6386556291,37.77131,-122.424255,37.770775,-122.424875,11.0
1723738980,267455477,37.772599,-122.42266000000001,37.771986,-122.423404,9.0
5352470007,5352470004,37.778748,-122.423371,37.777819,-122.42318200000001,8.0
6319217961,65326736,37.791087,-122.409044,37.790884000000005,-122.41063899999999,7.0
