startId,endId,startLat,startLon,endLat,endLon,roadCount
65288862,65318675,37.750376,-122.422776,37.74877,-122.422622,2.0
65292398,258768383,37.771347999999996,-122.42398,37.771803000000006,-122.42341,3.0
65294315,65294323,37.748628000000004,-122.424935,37.747836,-122.424858,1.0
65310799,65350740,37.775234000000005,-122.420975,37.776167,-122.42116499999999,13.0
65312262,65318069,37.748362,-122.429346,37.748494,-122.42714,2.0
65317945,65326742,37.786221000000005,-122.4097,37.78529,-122.40951299999999,12.0
65317954,65317951,37.78539,-122.41628100000001,37.785599,-122.414635,11.0
65324337,65350745,37.777563,-122.42144499999999,37.778029,-122.42153799999998,6.0
65350752,65350758,37.781756,-122.422292,37.782688,-122.42248000000001,7.0
258758550,65317957,37.784774,-122.421136,37.784973,-122.41957,12.0
258967893,65318691,37.747038,-122.42463300000001,37.747169,-122.422448,2.0
258968240,65307650,37.768017,-122.424365,37.768627,-122.42443,1.0
258968247,65318633,37.756776,-122.42328300000001,37.75757,-122.423359,1.0
258968254,65318719,37.747177,-122.42233300000001,37.747946999999996,-122.42241899999999,1.0
295083426,65317399,37.764787,-122.42414699999999,37.763162,-122.424008,16.0
1580501206,65317945,37.786015,-122.411348,37.786221000000005,-122.4097,47.0
1723738842,6386806910,37.772397999999995,-122.42263600000001,37.77298,-122.42194199999999,4.0
