startId,endId,startLat,startLon,endLat,endLon,roadCount
65295345,65307419,37.790165,-122.42399099999999,37.791095,-122.424178,1.0
65295347,65295345,37.789956,-122.42563600000001,37.790165,-122.42399099999999,3.0
65295364,65295361,37.788701,-122.4355,37.788909000000004,-122.433857,3.0
65295375,65295377,37.787873,-122.44213300000001,37.787663,-122.443775,6.0
65295375,4019294259,37.787873,-122.44213300000001,37.788089,-122.44046399999999,4.0
65295377,65295375,37.787663,-122.443775,37.787873,-122.44213300000001,5.0
65295379,65295377,37.787454,-122.44542,37.787663,-122.443775,2.0
65295385,65295388,37.787055,-122.44849099999999,37.786840999999995,-122.450134,1.0
65295392,65295388,37.786627,-122.451776,37.786840999999995,-122.450134,17.0
65303162,65317168,37.803007,-122.42658600000001,37.802074,-122.426397,1.0
65336106,65350777,37.800215,-122.42602099999999,37.801059,-122.42619099999999,3.0
65350772,65333936,37.794609,-122.424889,37.795535,-122.425076,1.0
260336116,65296833,37.804161,-122.42505,37.804361,-122.423483,2.0
