startId,endId,startLat,startLon,endLat,endLon,roadCount
65295278,65295279,37.793365,-122.398801,37.793215999999994,-122.399977,14.0
65296797,65296804,37.806435,-122.40716599999999,37.806137,-122.40950600000001,1.0
65303198,5749076231,37.805502000000004,-122.406977,37.804883000000004,-122.40678999999999,1.0
65303246,65303250,37.805203000000006,-122.409314,37.8051,-122.41014299999999,1.0
65303529,65303533,37.790043,-122.402221,37.789833,-122.40387199999999,5.0
65303529,65305814,37.790043,-122.402221,37.789106,-122.402032,19.0
65314146,65305814,37.788901,-122.40368400000001,37.789106,-122.402032,14.0
65317112,65303244,37.804364,-122.40834699999999,37.80529,-122.40853100000001,2.0
65319923,65352429,37.790765,-122.404059,37.791703000000005,-122.404233,18.0
65327408,65336941,37.7952,-122.399179,37.79534,-122.39801000000001,4.0
65328743,65364427,37.803444,-122.408162,37.803244,-122.40976699999999,1.0
65336485,65336479,37.795874,-122.400508,37.794998,-122.400332,11.0
65336494,65299288,37.800463,-122.401443,37.799535,-122.40125800000001,1.0
65352417,65295281,37.792116,-122.40095900000001,37.793067,-122.401152,2.0
65359321,260194262,37.804032,-122.40335900000001,37.804196999999995,-122.402281,3.0
65372833,612767658,37.797072,-122.405542,37.797515999999995,-122.40618300000001,23.0
258969415,1723563931,37.771749,-122.423702,37.77131,-122.424255,3.0
317122247,65307352,37.794589,-122.396649,37.794441,-122.39781599999999,51.0
330662141,330660359,37.798696,-122.40788799999999,37.798181,-122.40713799999999,16.0
330666993,330667561,37.800326,-122.410151,37.800883,-122.41095800000001,7.0
1723738829,5858516475,37.782207,-122.41035600000001,37.782851,-122.409543,8.0
1723738893,65329980,37.788818,-122.40198799999999,37.787455,-122.40050900000001,31.0
4061806118,4061806119,37.780527,-122.412576,37.778776,-122.414826,12.0
4178174287,4061806111,37.777462,-122.416265,37.778681,-122.41471499999999,9.0
4178230427,4165593360,37.776369,-122.41784399999999,37.775283,-122.41923500000001,5.0
4967499780,1723739237,37.775193,-122.41935,37.774331,-122.420451,5.0
5858516685,1723738887,37.784912,-122.40693300000001,37.785714,-122.40591599999999,11.0
