startId,endId,startLat,startLon,endLat,endLon,roadCount
65303439,65335587,37.784203999999995,-122.44922199999999,37.784027,-122.447993,1.0
65307443,65307440,37.789628,-122.43568700000002,37.789838,-122.43404299999999,1.0
65308278,65308272,37.781451000000004,-122.41717299999999,37.781659999999995,-122.415527,2.0
65315830,65315835,37.773081,-122.418702,37.772303,-122.41967199999999,2.0
65317954,65333831,37.78539,-122.41628100000001,37.784455,-122.41609199999999,5.0
65319958,65303553,37.789115,-122.41703500000001,37.788184,-122.416847,4.0
65319973,65319971,37.787861,-122.4269,37.788071,-122.425253,5.0
65325009,65362987,37.774325,-122.417126,37.77317,-122.418594,4.0
65335587,65303439,37.784027,-122.447993,37.784203999999995,-122.44922199999999,1.0
65336821,258913493,37.782825,-122.442793,37.783242,-122.439526,6.0
65336921,173175742,37.78988,-122.440825,37.790092,-122.439155,4.0
65338198,258911593,37.781264,-122.457748,37.781329,-122.456309,4.0
65338254,258467576,37.782134,-122.449545,37.782709000000004,-122.44371699999999,4.0
65338394,258482635,37.782359,-122.449106,37.782252,-122.449569,1.0
65339089,65326536,37.776233000000005,-122.414717,37.776706,-122.41412,2.0
65360270,65308272,37.782593,-122.41571599999999,37.781659999999995,-122.415527,8.0
173175742,65307453,37.790092,-122.439155,37.789211,-122.438976,1.0
258758547,258758546,37.788499,-122.421888,37.789429999999996,-122.422076,1.0
258910905,65315781,37.781335,-122.458899,37.783196999999994,-122.45903200000001,1.0
258910914,258910912,37.781284,-122.46001899999999,37.781236,-122.46108999999998,4.0
258911596,258911598,37.781064,-122.462154,37.781113,-122.46108100000001,3.0
4061806111,65363166,37.778681,-122.41471499999999,37.777454999999996,-122.413175,3.0
5745956404,65338304,37.784003000000006,-122.434554,37.784205,-122.43290400000001,1.0
