startId,endId,startLat,startLon,endLat,endLon,roadCount
65281916,65325050,37.779035,-122.401858,37.779454,-122.40238400000001,2.0
65283381,65331705,37.750528,-122.392074,37.738026,-122.401559,10.0
65283647,65283475,37.760635,-122.39256999999999,37.756254,-122.39246299999999,3.0
65284950,65315477,37.779529,-122.39813400000001,37.778302000000004,-122.396588,17.0
65285329,65331336,37.731178,-122.403997,37.738,-122.40153000000001,2.0
65285622,65334473,37.777683,-122.395816,37.777072,-122.39503899999998,3.0
65290229,65293779,37.776045,-122.40253799999999,37.774814,-122.40099599999999,6.0
65306810,65317544,37.781493,-122.40494199999999,37.780266999999995,-122.403403,3.0
65313131,1723739163,37.784462,-122.40853200000001,37.784013,-122.40807099999999,2.0
65313133,65313138,37.785394000000004,-122.40869599999999,37.786318,-122.40895400000001,2.0
65313133,65326742,37.785394000000004,-122.40869599999999,37.78529,-122.40951299999999,8.0
65313138,65313133,37.786318,-122.40895400000001,37.785394000000004,-122.40869599999999,6.0
65325050,65281916,37.779454,-122.40238400000001,37.779035,-122.401858,4.0
65334473,260193330,37.777072,-122.39503899999998,37.776376,-122.394177,13.0
65355354,767815833,37.774644,-122.396377,37.766915000000004,-122.395292,7.0
612497394,65335612,37.723896999999994,-122.40143799999998,37.720573,-122.400154,13.0
1723739163,65313131,37.784013,-122.40807099999999,37.784462,-122.40853200000001,7.0
