startId,endId,startLat,startLon,endLat,endLon,roadCount
65292764,65312700,37.797513,-122.43222,37.797722,-122.430575,7.0
65295367,65295364,37.788492,-122.43714299999999,37.788701,-122.4355,2.0
65301579,65339518,37.792304,-122.443023,37.792516,-122.441355,1.0
65303553,65303554,37.788184,-122.416847,37.787976,-122.41848700000001,6.0
65307414,65327171,37.791513,-122.42088899999999,37.792392,-122.421067,1.0
65307440,65295361,37.789838,-122.43404299999999,37.788909000000004,-122.433857,3.0
65312687,258758536,37.798766,-122.42235500000001,37.798567999999996,-122.42392099999999,2.0
65312693,65312690,37.798349,-122.42564399999999,37.798549,-122.424074,7.0
65312693,65312695,37.798349,-122.42564399999999,37.798140999999994,-122.42728500000001,3.0
65312709,65312708,37.796677,-122.438796,37.796886,-122.437152,2.0
65315598,65299397,37.797374,-122.422073,37.796902,-122.421978,4.0
65317186,65317189,37.800610999999996,-122.43790800000001,37.800406,-122.439522,7.0
65317190,65317192,37.800303,-122.44032800000001,37.800193,-122.44119599999999,6.0
65319992,259139108,37.786190000000005,-122.440031,37.787121,-122.44021799999999,1.0
65322715,65312706,37.798027000000005,-122.43569699999999,37.797095,-122.43550900000001,5.0
65322720,65312716,37.797188,-122.442299,37.796256,-122.44211100000001,1.0
65327169,65319964,37.789629999999995,-122.42050900000001,37.788697,-122.420321,7.0
65327174,65327176,37.793271000000004,-122.421245,37.794145,-122.42142199999999,5.0
65336833,65301579,37.792095,-122.444666,37.792304,-122.443023,2.0
65337437,65365195,37.792477000000005,-122.434577,37.791599,-122.434397,4.0
65348278,65333929,37.793146,-122.436397,37.794071,-122.43658400000001,1.0
258956662,65317181,37.802777,-122.43681699999999,37.800818,-122.436275,3.0
259138855,65297832,37.784319,-122.43974399999999,37.783859,-122.43964799999999,1.0
259138858,259138856,37.786179,-122.44012,37.785249,-122.43993200000001,1.0
259139108,4019294259,37.787121,-122.44021799999999,37.788089,-122.44046399999999,1.0
262078986,65341510,37.799802,-122.43605600000001,37.799426000000004,-122.43598,3.0
262257712,262263366,37.79875,-122.444324,37.798962,-122.44265700000001,2.0
4019294259,259139109,37.788089,-122.44046399999999,37.78711,-122.44030900000001,1.0
5283668871,65339516,37.79097,-122.43933200000001,37.790758000000004,-122.441001,1.0
