startId,endId,startLat,startLon,endLat,endLon,roadCount
65288972,65322264,37.75197,-122.402323,37.753237,-122.40244299999999,1.0
65304059,65312115,37.762366,-122.437372,37.762302000000005,-122.43843700000001,1.0
65308756,65339116,37.769241,-122.407901,37.769453000000006,-122.406226,1.0
65310132,65345909,37.754404,-122.404499,37.754344,-122.40547099999999,1.0
65325061,65293797,37.775354,-122.39724,37.773625,-122.399431,2.0
65325061,65334473,37.775354,-122.39724,37.777072,-122.39503899999998,36.0
65334473,65325061,37.777072,-122.39503899999998,37.775354,-122.39724,11.0
65345374,6336978425,37.764573999999996,-122.42756000000001,37.764511,-122.428611,2.0
65345379,65296319,37.764226,-122.433199,37.764133,-122.43533899999998,2.0
65358372,65290267,37.76921,-122.40833400000001,37.769472,-122.41093300000001,2.0
258968242,65330743,37.764794,-122.424052,37.764843,-122.42312,2.0
261510655,65290949,37.761943,-122.407149,37.763217,-122.407323,2.0
261510687,65310181,37.756840000000004,-122.406672,37.756954,-122.404742,1.0
276543342,6441824074,37.769304999999996,-122.417872,37.768731,-122.417842,2.0
733619113,314079692,37.769068,-122.409237,37.76726,-122.405473,4.0
1262382440,65340189,37.756995,-122.40406000000002,37.754463,-122.403524,1.0
1677788981,65345359,37.765117,-122.41866499999999,37.765052000000004,-122.41968899999999,4.0
