startId,endId,startLat,startLon,endLat,endLon,roadCount
65290211,65299058,37.783091999999996,-122.39362,37.782485,-122.39286499999999,1.0
65296806,65296808,37.806036,-122.41033200000001,37.805833,-122.41197199999999,1.0
65307352,65295275,37.794441,-122.39781599999999,37.793513,-122.397627,3.0
65317030,65306797,37.78801,-122.39981100000001,37.786773,-122.39825900000001,1.0
65317042,65317045,37.785544,-122.39671899999999,37.784313,-122.395178,2.0
65317058,6311883023,37.780618,-122.39054399999999,37.779922,-122.389677,1.0
65326698,65296810,37.806562,-122.413803,37.805628999999996,-122.41360700000001,1.0
65333356,65333358,37.806356,-122.415449,37.80615,-122.41709499999999,4.0
65333366,65327194,37.805509,-122.42203,37.805289,-122.42367,1.0
65333957,65345229,37.799315,-122.397551,37.800976,-122.39903600000001,1.0
276549441,65373321,37.80545,-122.403608,37.80669,-122.405631,1.0
317122247,1723768769,37.794589,-122.396649,37.793665000000004,-122.39648000000001,7.0
1723738998,1723738865,37.793772,-122.393878,37.793813,-122.39568,2.0
1723739123,65334510,37.79105,-122.39916299999999,37.789771,-122.39756399999999,3.0
1723768769,65295275,37.793665000000004,-122.39648000000001,37.793513,-122.397627,2.0
1723768799,65307349,37.793682000000004,-122.396351,37.794602000000005,-122.39654499999999,10.0
4186454033,258965616,37.796482,-122.39611399999998,37.796634000000005,-122.395556,1.0
