startId,endId,startLat,startLon,endLat,endLon,roadCount
32927591,764927373,37.731383,-122.42540600000001,37.732031,-122.415175,2.0
65284015,65281218,37.769667999999996,-122.416319,37.771868,-122.42332900000001,4.0
65286961,65284661,37.723042,-122.44717,37.724981,-122.446572,1.0
65298926,65324505,37.724525,-122.45918700000001,37.724321999999994,-122.45821299999999,2.0
65303955,1607089627,37.720017,-122.46226499999999,37.721695000000004,-122.46226399999999,2.0
65303966,65303968,37.723637,-122.46228,37.724271,-122.46228500000001,1.0
65303978,65341003,37.725272,-122.46223799999999,37.724958,-122.46123,1.0
65307803,65323711,37.721168,-122.43748799999999,37.720026000000004,-122.438347,1.0
65308300,65328216,37.779796999999995,-122.43017900000001,37.780729,-122.43036799999999,2.0
65314183,65287128,37.786204,-122.424876,37.785429,-122.424719,3.0
65314187,65314189,37.785787,-122.42816599999999,37.785388,-122.43131100000001,14.0
65315846,65314340,37.77042,-122.42019599999999,37.770151,-122.420175,1.0
65321017,267456289,37.779216,-122.42346699999999,37.779265,-122.42308,1.0
65322266,65286435,37.753336,-122.402851,37.761786,-122.405882,5.0
65328203,65287225,37.777004,-122.42961399999999,37.777934,-122.429803,1.0
65329076,65329071,37.774096,-122.42241299999999,37.773627000000005,-122.422316,1.0
65341861,65327813,37.723036,-122.449647,37.723071000000004,-122.45170300000001,2.0
65341883,65341890,37.72345,-122.45411499999999,37.723667,-122.455151,2.0
65348266,65340843,37.722471,-122.43649599999999,37.721577,-122.437174,1.0
258755553,65311051,37.723646,-122.438425,37.723706,-122.437524,1.0
258755559,258755558,37.72295,-122.444776,37.723084,-122.44326399999999,1.0
258760426,295224575,37.784533,-122.43113799999999,37.784655,-122.429896,2.0
295222216,65283717,37.764385,-122.40488799999999,37.769032,-122.40691799999999,4.0
764912790,351962622,37.729703,-122.440173,37.732059,-122.432074,1.0
766946830,65283914,37.740903,-122.40768700000001,37.744832,-122.405078,3.0
1712572413,65298522,37.723643,-122.46126699999999,37.723647,-122.46023100000001,1.0
2480394572,2480394580,37.723098,-122.45273799999998,37.723009000000005,-122.45231299999999,2.0
2763295990,307638472,37.774834999999996,-122.4241,37.775763,-122.42434399999999,2.0
