x,y,count
12.0,58.0,1.0
13.0,23.0,1.0
14.0,19.0,1.0
14.0,22.0,2.0
14.0,33.0,1.0
16.0,31.0,5.0
16.0,32.0,19.0
16.0,33.0,1.0
17.0,46.0,1.0
18.0,58.0,1.0
19.0,6.0,2.0
19.0,11.0,1.0
19.0,12.0,1.0
19.0,13.0,2.0
19.0,15.0,1.0
19.0,17.0,1.0
20.0,47.0,1.0
21.0,10.0,2.0
21.0,58.0,2.0
22.0,53.0,1.0
22.0,59.0,1.0
23.0,47.0,1.0
23.0,59.0,3.0
23.0,62.0,1.0
24.0,31.0,2.0
24.0,40.0,1.0
24.0,47.0,1.0
24.0,48.0,1.0
24.0,52.0,1.0
24.0,59.0,3.0
25.0,10.0,1.0
25.0,11.0,1.0
25.0,24.0,1.0
25.0,29.0,7.0
25.0,30.0,2.0
25.0,36.0,2.0
25.0,47.0,5.0
25.0,52.0,2.0
25.0,53.0,1.0
25.0,59.0,4.0
26.0,13.0,1.0
26.0,17.0,1.0
26.0,18.0,1.0
26.0,19.0,1.0
26.0,20.0,2.0
26.0,22.0,1.0
26.0,27.0,1.0
26.0,29.0,2.0
26.0,32.0,1.0
26.0,37.0,1.0
26.0,47.0,1.0
26.0,52.0,2.0
27.0,7.0,2.0
27.0,9.0,2.0
27.0,10.0,2.0
27.0,11.0,1.0
27.0,12.0,1.0
27.0,13.0,1.0
27.0,15.0,2.0
27.0,16.0,1.0
27.0,19.0,3.0
27.0,20.0,2.0
27.0,30.0,1.0
27.0,47.0,1.0
27.0,56.0,3.0
27.0,58.0,1.0
27.0,59.0,5.0
27.0,61.0,2.0
27.0,63.0,1.0
28.0,4.0,2.0
28.0,10.0,3.0
28.0,11.0,5.0
28.0,12.0,1.0
28.0,17.0,1.0
28.0,20.0,1.0
28.0,22.0,2.0
28.0,47.0,1.0
28.0,53.0,2.0
28.0,59.0,3.0
28.0,66.0,1.0
28.0,79.0,1.0
29.0,10.0,1.0
29.0,11.0,1.0
29.0,23.0,1.0
29.0,30.0,1.0
29.0,44.0,1.0
29.0,47.0,1.0
29.0,50.0,1.0
29.0,53.0,1.0
29.0,55.0,1.0
29.0,59.0,12.0
29.0,75.0,1.0
30.0,18.0,1.0
30.0,47.0,1.0
30.0,50.0,1.0
30.0,51.0,1.0
30.0,59.0,2.0
30.0,62.0,1.0
30.0,74.0,1.0
30.0,77.0,1.0
31.0,2.0,1.0
31.0,12.0,1.0
31.0,23.0,1.0
31.0,25.0,1.0
31.0,42.0,1.0
31.0,44.0,3.0
31.0,45.0,2.0
31.0,46.0,1.0
31.0,47.0,3.0
31.0,48.0,1.0
31.0,49.0,1.0
31.0,51.0,1.0
31.0,52.0,3.0
31.0,53.0,2.0
31.0,54.0,1.0
31.0,59.0,3.0
32.0,20.0,1.0
32.0,29.0,1.0
32.0,44.0,1.0
32.0,46.0,1.0
32.0,55.0,1.0
32.0,58.0,2.0
32.0,59.0,3.0
32.0,60.0,1.0
32.0,62.0,2.0
32.0,63.0,2.0
32.0,64.0,4.0
33.0,15.0,1.0
