x,y,count
19.0,42.0,3.0
19.0,43.0,2.0
19.0,45.0,1.0
19.0,52.0,1.0
19.0,56.0,1.0
19.0,57.0,1.0
19.0,60.0,1.0
20.0,46.0,1.0
20.0,52.0,1.0
22.0,28.0,1.0
22.0,42.0,1.0
22.0,43.0,4.0
22.0,46.0,1.0
22.0,52.0,1.0
23.0,28.0,1.0
23.0,29.0,1.0
23.0,45.0,1.0
23.0,46.0,5.0
23.0,50.0,1.0
23.0,52.0,1.0
23.0,88.0,1.0
23.0,97.0,1.0
24.0,38.0,1.0
24.0,41.0,2.0
24.0,42.0,3.0
24.0,44.0,3.0
24.0,45.0,3.0
24.0,46.0,2.0
24.0,47.0,4.0
24.0,48.0,2.0
24.0,49.0,1.0
24.0,59.0,1.0
25.0,13.0,1.0
25.0,15.0,1.0
25.0,23.0,2.0
25.0,25.0,2.0
25.0,27.0,3.0
25.0,29.0,4.0
25.0,30.0,3.0
25.0,31.0,1.0
25.0,33.0,4.0
25.0,36.0,2.0
25.0,38.0,5.0
25.0,39.0,1.0
25.0,40.0,1.0
25.0,42.0,2.0
25.0,43.0,2.0
25.0,45.0,1.0
25.0,46.0,1.0
25.0,59.0,2.0
26.0,9.0,1.0
26.0,14.0,1.0
26.0,15.0,1.0
26.0,16.0,2.0
26.0,17.0,2.0
26.0,18.0,1.0
26.0,19.0,2.0
26.0,20.0,1.0
26.0,21.0,2.0
26.0,22.0,1.0
26.0,29.0,2.0
26.0,39.0,1.0
26.0,41.0,1.0
26.0,45.0,29.0
26.0,53.0,1.0
26.0,55.0,1.0
26.0,58.0,2.0
26.0,59.0,2.0
26.0,60.0,3.0
27.0,7.0,1.0
27.0,8.0,2.0
27.0,40.0,1.0
27.0,45.0,1.0
27.0,47.0,1.0
27.0,53.0,1.0
27.0,57.0,2.0
27.0,59.0,2.0
27.0,61.0,1.0
27.0,62.0,2.0
27.0,63.0,1.0
28.0,42.0,1.0
28.0,43.0,1.0
28.0,45.0,2.0
28.0,53.0,3.0
28.0,57.0,1.0
28.0,59.0,1.0
28.0,62.0,1.0
29.0,47.0,2.0
29.0,59.0,4.0
29.0,60.0,4.0
29.0,61.0,1.0
29.0,62.0,1.0
29.0,68.0,2.0
29.0,77.0,1.0
30.0,26.0,1.0
30.0,29.0,1.0
30.0,45.0,2.0
