x,y,count
15.0,58.0,5.0
15.0,59.0,1.0
16.0,58.0,1.0
17.0,58.0,1.0
18.0,58.0,3.0
18.0,62.0,1.0
19.0,14.0,1.0
19.0,57.0,1.0
20.0,16.0,1.0
20.0,22.0,1.0
20.0,52.0,2.0
20.0,58.0,1.0
20.0,59.0,1.0
20.0,62.0,2.0
21.0,11.0,3.0
21.0,62.0,1.0
22.0,11.0,1.0
22.0,25.0,1.0
22.0,53.0,1.0
22.0,56.0,1.0
22.0,59.0,1.0
23.0,11.0,1.0
23.0,47.0,1.0
23.0,51.0,1.0
23.0,53.0,1.0
23.0,57.0,3.0
23.0,58.0,1.0
23.0,59.0,4.0
23.0,60.0,1.0
23.0,62.0,2.0
24.0,36.0,1.0
24.0,41.0,1.0
24.0,44.0,2.0
24.0,46.0,2.0
24.0,47.0,3.0
24.0,48.0,2.0
24.0,59.0,16.0
24.0,62.0,1.0
24.0,63.0,1.0
25.0,11.0,1.0
25.0,13.0,1.0
25.0,16.0,2.0
25.0,21.0,1.0
25.0,22.0,1.0
25.0,24.0,1.0
25.0,25.0,1.0
25.0,26.0,2.0
25.0,29.0,2.0
25.0,33.0,1.0
25.0,34.0,1.0
25.0,35.0,1.0
25.0,36.0,1.0
25.0,38.0,2.0
25.0,40.0,1.0
25.0,44.0,1.0
25.0,45.0,4.0
25.0,47.0,2.0
25.0,59.0,3.0
25.0,62.0,2.0
26.0,15.0,1.0
26.0,16.0,3.0
26.0,17.0,2.0
26.0,18.0,2.0
26.0,19.0,3.0
26.0,20.0,1.0
26.0,26.0,1.0
26.0,38.0,1.0
26.0,47.0,1.0
26.0,59.0,2.0
26.0,60.0,1.0
26.0,62.0,1.0
26.0,80.0,2.0
27.0,8.0,1.0
27.0,22.0,1.0
27.0,29.0,1.0
27.0,47.0,1.0
27.0,52.0,1.0
27.0,53.0,4.0
27.0,56.0,1.0
27.0,58.0,1.0
27.0,59.0,6.0
27.0,61.0,3.0
27.0,62.0,2.0
