x,y,count
9.0,28.0,2.0
9.0,43.0,1.0
10.0,23.0,1.0
11.0,20.0,1.0
11.0,21.0,1.0
13.0,23.0,1.0
13.0,26.0,1.0
13.0,28.0,1.0
13.0,29.0,1.0
13.0,32.0,1.0
13.0,33.0,1.0
13.0,36.0,1.0
13.0,39.0,2.0
13.0,43.0,1.0
14.0,18.0,2.0
14.0,21.0,1.0
16.0,22.0,1.0
17.0,18.0,1.0
18.0,18.0,1.0
19.0,5.0,1.0
19.0,6.0,1.0
19.0,13.0,2.0
20.0,6.0,1.0
20.0,15.0,1.0
20.0,22.0,1.0
20.0,55.0,1.0
21.0,22.0,1.0
21.0,54.0,1.0
22.0,52.0,1.0
22.0,53.0,1.0
23.0,17.0,2.0
23.0,18.0,1.0
23.0,52.0,1.0
23.0,54.0,1.0
23.0,59.0,1.0
23.0,94.0,1.0
24.0,22.0,1.0
24.0,30.0,1.0
24.0,31.0,1.0
24.0,41.0,1.0
24.0,44.0,1.0
24.0,45.0,1.0
24.0,47.0,1.0
24.0,48.0,2.0
24.0,59.0,1.0
24.0,60.0,1.0
24.0,83.0,1.0
25.0,11.0,1.0
25.0,13.0,1.0
25.0,16.0,3.0
25.0,17.0,1.0
25.0,19.0,3.0
25.0,21.0,2.0
25.0,25.0,1.0
25.0,26.0,1.0
25.0,27.0,1.0
25.0,28.0,1.0
25.0,29.0,2.0
25.0,30.0,9.0
25.0,31.0,2.0
25.0,33.0,1.0
25.0,34.0,2.0
25.0,35.0,3.0
25.0,36.0,1.0
25.0,37.0,1.0
25.0,38.0,1.0
25.0,39.0,2.0
25.0,43.0,3.0
25.0,45.0,1.0
25.0,47.0,1.0
25.0,52.0,1.0
25.0,59.0,5.0
26.0,11.0,1.0
26.0,12.0,1.0
26.0,16.0,1.0
26.0,17.0,2.0
26.0,18.0,1.0
26.0,19.0,3.0
26.0,20.0,1.0
26.0,22.0,1.0
26.0,30.0,1.0
26.0,54.0,1.0
26.0,60.0,1.0
27.0,7.0,1.0
27.0,8.0,1.0
27.0,10.0,3.0
27.0,11.0,1.0
27.0,13.0,1.0
27.0,16.0,2.0
27.0,19.0,4.0
27.0,20.0,5.0
27.0,53.0,2.0
27.0,56.0,1.0
27.0,59.0,3.0
27.0,64.0,1.0
28.0,2.0,1.0
28.0,3.0,1.0
28.0,4.0,1.0
28.0,22.0,2.0
