x,y,count
22.0,47.0,1.0
23.0,35.0,1.0
23.0,36.0,2.0
23.0,59.0,1.0
23.0,94.0,1.0
24.0,38.0,1.0
24.0,46.0,1.0
24.0,62.0,2.0
24.0,84.0,1.0
25.0,36.0,1.0
25.0,41.0,1.0
25.0,42.0,1.0
25.0,47.0,2.0
25.0,52.0,1.0
27.0,53.0,2.0
27.0,56.0,1.0
27.0,59.0,1.0
27.0,62.0,1.0
27.0,78.0,1.0
28.0,53.0,2.0
29.0,47.0,1.0
29.0,50.0,1.0
29.0,59.0,13.0
29.0,67.0,1.0
30.0,15.0,2.0
30.0,59.0,1.0
30.0,62.0,1.0
31.0,16.0,1.0
31.0,25.0,1.0
31.0,38.0,13.0
31.0,43.0,1.0
31.0,47.0,1.0
31.0,52.0,1.0
31.0,53.0,1.0
31.0,62.0,1.0
31.0,63.0,3.0
31.0,77.0,1.0
32.0,26.0,1.0
32.0,46.0,1.0
32.0,53.0,1.0
32.0,59.0,1.0
33.0,53.0,1.0
33.0,55.0,2.0
33.0,64.0,1.0
34.0,2.0,1.0
34.0,14.0,1.0
34.0,18.0,1.0
34.0,46.0,2.0
34.0,47.0,2.0
34.0,53.0,1.0
34.0,59.0,1.0
34.0,63.0,1.0
35.0,44.0,1.0
35.0,63.0,1.0
35.0,64.0,1.0
36.0,8.0,4.0
36.0,9.0,1.0
36.0,12.0,1.0
36.0,26.0,1.0
36.0,44.0,1.0
36.0,45.0,1.0
36.0,46.0,1.0
36.0,51.0,1.0
36.0,54.0,1.0
36.0,59.0,1.0
37.0,55.0,1.0
37.0,62.0,1.0
37.0,64.0,14.0
37.0,65.0,1.0
37.0,77.0,1.0
38.0,47.0,2.0
38.0,49.0,1.0
38.0,51.0,2.0
38.0,54.0,3.0
38.0,71.0,1.0
39.0,13.0,30.0
39.0,46.0,3.0
39.0,47.0,1.0
39.0,49.0,2.0
39.0,52.0,2.0
39.0,53.0,2.0
39.0,54.0,1.0
39.0,55.0,3.0
39.0,57.0,1.0
39.0,60.0,1.0
39.0,63.0,1.0
39.0,69.0,2.0
39.0,70.0,1.0
39.0,71.0,1.0
40.0,44.0,2.0
40.0,45.0,1.0
40.0,47.0,1.0
40.0,48.0,1.0
40.0,50.0,1.0
40.0,51.0,2.0
40.0,52.0,1.0
40.0,54.0,1.0
40.0,65.0,1.0
40.0,71.0,3.0
40.0,72.0,1.0
40.0,77.0,1.0
41.0,19.0,1.0
41.0,31.0,1.0
41.0,46.0,1.0
41.0,47.0,1.0
41.0,50.0,2.0
41.0,52.0,1.0
41.0,53.0,1.0
41.0,60.0,1.0
41.0,70.0,4.0
42.0,8.0,1.0
42.0,17.0,1.0
42.0,31.0,2.0
42.0,46.0,1.0
42.0,52.0,2.0
42.0,60.0,1.0
42.0,70.0,2.0
43.0,13.0,1.0
43.0,19.0,1.0
43.0,46.0,1.0
43.0,50.0,1.0
43.0,51.0,2.0
43.0,52.0,6.0
43.0,53.0,3.0
43.0,56.0,2.0
43.0,57.0,3.0
43.0,59.0,3.0
43.0,60.0,7.0
43.0,61.0,1.0
43.0,62.0,2.0
43.0,64.0,4.0
43.0,65.0,1.0
43.0,66.0,3.0
43.0,67.0,1.0
43.0,73.0,1.0
44.0,14.0,1.0
44.0,42.0,1.0
44.0,47.0,1.0
44.0,48.0,2.0
44.0,50.0,2.0
44.0,51.0,1.0
44.0,52.0,3.0
44.0,53.0,3.0
44.0,54.0,5.0
44.0,55.0,3.0
44.0,57.0,3.0
44.0,62.0,1.0
44.0,63.0,3.0
44.0,64.0,6.0
44.0,77.0,1.0
44.0,78.0,1.0
45.0,33.0,1.0
45.0,41.0,1.0
45.0,45.0,1.0
45.0,48.0,2.0
45.0,49.0,1.0
45.0,51.0,1.0
45.0,52.0,2.0
45.0,54.0,2.0
45.0,55.0,1.0
45.0,57.0,1.0
45.0,58.0,1.0
45.0,60.0,1.0
45.0,61.0,1.0
45.0,73.0,6.0
45.0,74.0,3.0
45.0,76.0,6.0
45.0,78.0,1.0
46.0,17.0,2.0
46.0,35.0,1.0
46.0,42.0,5.0
46.0,47.0,1.0
46.0,52.0,4.0
46.0,53.0,1.0
46.0,63.0,3.0
46.0,65.0,1.0
46.0,71.0,1.0
46.0,72.0,2.0
46.0,73.0,22.0
46.0,74.0,12.0
46.0,75.0,4.0
46.0,79.0,1.0
46.0,80.0,2.0
47.0,18.0,2.0
47.0,19.0,2.0
47.0,39.0,1.0
47.0,42.0,1.0
47.0,53.0,2.0
47.0,55.0,1.0
47.0,58.0,3.0
47.0,65.0,2.0
47.0,66.0,2.0
47.0,67.0,1.0
47.0,69.0,2.0
47.0,70.0,1.0
47.0,74.0,1.0
47.0,75.0,2.0
47.0,76.0,1.0
47.0,78.0,1.0
48.0,18.0,1.0
48.0,19.0,2.0
48.0,49.0,1.0
48.0,53.0,12.0
48.0,58.0,1.0
48.0,59.0,1.0
48.0,60.0,1.0
48.0,61.0,5.0
48.0,63.0,2.0
48.0,64.0,1.0
48.0,73.0,1.0
48.0,74.0,2.0
49.0,36.0,1.0
49.0,40.0,1.0
49.0,44.0,1.0
49.0,45.0,1.0
49.0,51.0,1.0
49.0,53.0,13.0
49.0,54.0,8.0
49.0,56.0,2.0
49.0,57.0,1.0
49.0,58.0,2.0
49.0,61.0,1.0
49.0,64.0,1.0
50.0,12.0,1.0
50.0,19.0,2.0
50.0,33.0,2.0
50.0,35.0,4.0
50.0,37.0,1.0
50.0,38.0,1.0
50.0,41.0,1.0
50.0,42.0,1.0
50.0,43.0,1.0
50.0,49.0,1.0
50.0,50.0,2.0
50.0,52.0,1.0
50.0,53.0,3.0
50.0,54.0,14.0
50.0,58.0,1.0
50.0,60.0,30.0
50.0,65.0,3.0
50.0,73.0,1.0
51.0,14.0,1.0
51.0,19.0,2.0
51.0,20.0,1.0
51.0,35.0,2.0
51.0,37.0,1.0
51.0,41.0,1.0
51.0,42.0,1.0
51.0,43.0,15.0
51.0,44.0,2.0
51.0,45.0,18.0
51.0,46.0,1.0
51.0,47.0,1.0
51.0,53.0,5.0
51.0,56.0,1.0
51.0,59.0,1.0
51.0,62.0,1.0
51.0,65.0,3.0
51.0,68.0,1.0
51.0,71.0,1.0
51.0,72.0,1.0
51.0,75.0,3.0
52.0,20.0,1.0
52.0,33.0,1.0
52.0,43.0,2.0
52.0,45.0,1.0
52.0,46.0,1.0
52.0,47.0,3.0
52.0,51.0,1.0
52.0,53.0,1.0
52.0,54.0,8.0
52.0,57.0,1.0
52.0,59.0,8.0
52.0,61.0,3.0
52.0,62.0,11.0
52.0,63.0,1.0
52.0,64.0,2.0
52.0,74.0,1.0
52.0,75.0,3.0
53.0,17.0,1.0
53.0,29.0,2.0
53.0,31.0,1.0
53.0,35.0,2.0
53.0,46.0,2.0
53.0,47.0,3.0
53.0,51.0,1.0
53.0,53.0,3.0
53.0,54.0,2.0
53.0,55.0,1.0
53.0,58.0,5.0
53.0,59.0,3.0
53.0,60.0,2.0
53.0,62.0,1.0
53.0,63.0,2.0
53.0,66.0,3.0
53.0,69.0,2.0
53.0,72.0,1.0
53.0,75.0,30.0
54.0,28.0,1.0
54.0,30.0,4.0
54.0,34.0,1.0
54.0,35.0,1.0
54.0,37.0,1.0
54.0,39.0,10.0
54.0,43.0,1.0
54.0,47.0,1.0
54.0,54.0,3.0
54.0,55.0,2.0
54.0,57.0,1.0
54.0,59.0,1.0
54.0,63.0,5.0
54.0,64.0,2.0
