x,y,count
23.0,45.0,3.0
23.0,62.0,1.0
23.0,63.0,1.0
23.0,68.0,3.0
23.0,69.0,2.0
24.0,47.0,1.0
24.0,75.0,1.0
25.0,59.0,1.0
25.0,63.0,1.0
25.0,77.0,1.0
26.0,80.0,1.0
27.0,47.0,1.0
27.0,62.0,1.0
28.0,63.0,1.0
30.0,59.0,1.0
31.0,44.0,1.0
31.0,55.0,4.0
31.0,61.0,1.0
32.0,45.0,1.0
32.0,59.0,1.0
32.0,62.0,1.0
32.0,64.0,1.0
33.0,55.0,1.0
33.0,56.0,1.0
33.0,61.0,3.0
33.0,76.0,1.0
34.0,44.0,1.0
34.0,59.0,1.0
35.0,55.0,1.0
35.0,56.0,1.0
35.0,59.0,1.0
36.0,48.0,1.0
36.0,54.0,1.0
36.0,56.0,1.0
36.0,61.0,2.0
37.0,59.0,2.0
38.0,45.0,1.0
38.0,54.0,1.0
38.0,56.0,1.0
38.0,58.0,1.0
38.0,66.0,1.0
39.0,48.0,25.0
39.0,49.0,1.0
39.0,52.0,2.0
39.0,53.0,1.0
39.0,62.0,2.0
39.0,64.0,1.0
40.0,23.0,1.0
40.0,47.0,1.0
40.0,50.0,3.0
40.0,51.0,1.0
40.0,57.0,1.0
40.0,60.0,1.0
40.0,62.0,1.0
40.0,64.0,3.0
41.0,25.0,1.0
41.0,26.0,1.0
41.0,27.0,1.0
41.0,29.0,1.0
41.0,50.0,3.0
41.0,51.0,1.0
41.0,60.0,1.0
41.0,63.0,4.0
41.0,64.0,1.0
41.0,72.0,1.0
42.0,11.0,1.0
42.0,23.0,1.0
42.0,31.0,1.0
42.0,50.0,3.0
42.0,64.0,2.0
42.0,70.0,1.0
42.0,78.0,1.0
43.0,19.0,1.0
43.0,50.0,1.0
43.0,52.0,1.0
43.0,53.0,1.0
43.0,57.0,1.0
43.0,58.0,2.0
43.0,59.0,1.0
43.0,60.0,1.0
43.0,62.0,1.0
43.0,63.0,2.0
43.0,66.0,1.0
43.0,73.0,1.0
44.0,10.0,1.0
44.0,16.0,1.0
44.0,51.0,1.0
44.0,53.0,1.0
44.0,54.0,1.0
44.0,55.0,4.0
44.0,58.0,1.0
44.0,60.0,2.0
44.0,61.0,1.0
44.0,64.0,4.0
44.0,79.0,1.0
45.0,33.0,1.0
45.0,41.0,1.0
45.0,42.0,1.0
45.0,51.0,2.0
45.0,54.0,3.0
45.0,61.0,1.0
45.0,64.0,1.0
45.0,78.0,2.0
46.0,31.0,1.0
46.0,34.0,1.0
46.0,35.0,1.0
46.0,43.0,1.0
46.0,51.0,1.0
46.0,52.0,2.0
46.0,53.0,1.0
46.0,55.0,1.0
46.0,60.0,3.0
46.0,61.0,2.0
46.0,74.0,4.0
46.0,75.0,1.0
46.0,76.0,1.0
47.0,9.0,1.0
47.0,31.0,2.0
47.0,37.0,1.0
47.0,55.0,1.0
47.0,58.0,1.0
47.0,60.0,1.0
47.0,65.0,2.0
47.0,74.0,6.0
47.0,75.0,3.0
47.0,76.0,1.0
47.0,79.0,1.0
48.0,20.0,1.0
48.0,33.0,1.0
48.0,37.0,2.0
48.0,53.0,1.0
48.0,60.0,1.0
48.0,61.0,5.0
48.0,63.0,2.0
48.0,65.0,1.0
48.0,74.0,1.0
48.0,75.0,6.0
48.0,76.0,2.0
48.0,78.0,2.0
49.0,13.0,1.0
49.0,37.0,1.0
49.0,38.0,1.0
49.0,40.0,2.0
49.0,43.0,1.0
49.0,51.0,1.0
49.0,52.0,1.0
49.0,53.0,3.0
49.0,56.0,3.0
49.0,58.0,2.0
49.0,59.0,1.0
49.0,61.0,1.0
49.0,64.0,1.0
49.0,73.0,1.0
49.0,75.0,4.0
49.0,78.0,2.0
50.0,11.0,5.0
50.0,12.0,3.0
50.0,19.0,1.0
50.0,20.0,1.0
50.0,33.0,7.0
50.0,43.0,1.0
50.0,50.0,1.0
50.0,51.0,4.0
50.0,52.0,1.0
50.0,53.0,1.0
50.0,58.0,2.0
50.0,62.0,1.0
50.0,73.0,2.0
50.0,74.0,6.0
50.0,75.0,4.0
50.0,76.0,1.0
50.0,80.0,1.0
51.0,14.0,1.0
51.0,21.0,1.0
51.0,24.0,2.0
51.0,25.0,1.0
51.0,35.0,1.0
51.0,36.0,1.0
51.0,40.0,1.0
51.0,43.0,6.0
51.0,44.0,6.0
51.0,45.0,1.0
51.0,46.0,1.0
51.0,48.0,1.0
51.0,52.0,2.0
51.0,53.0,1.0
51.0,58.0,2.0
51.0,64.0,1.0
51.0,68.0,1.0
51.0,72.0,2.0
51.0,74.0,3.0
52.0,13.0,3.0
52.0,15.0,1.0
52.0,33.0,1.0
52.0,35.0,1.0
52.0,42.0,1.0
52.0,43.0,1.0
52.0,45.0,2.0
52.0,46.0,4.0
52.0,48.0,1.0
52.0,52.0,6.0
52.0,56.0,1.0
52.0,62.0,4.0
52.0,63.0,1.0
52.0,64.0,1.0
52.0,65.0,4.0
52.0,69.0,3.0
52.0,72.0,2.0
53.0,16.0,1.0
53.0,17.0,2.0
53.0,39.0,1.0
53.0,42.0,1.0
53.0,46.0,2.0
53.0,47.0,2.0
53.0,51.0,2.0
53.0,52.0,4.0
53.0,53.0,1.0
53.0,54.0,1.0
53.0,57.0,1.0
53.0,58.0,1.0
53.0,62.0,1.0
53.0,64.0,1.0
53.0,65.0,1.0
53.0,66.0,1.0
53.0,72.0,3.0
53.0,73.0,2.0
53.0,75.0,2.0
53.0,76.0,1.0
53.0,79.0,1.0
54.0,18.0,1.0
54.0,20.0,1.0
54.0,34.0,1.0
54.0,47.0,2.0
54.0,51.0,2.0
54.0,52.0,2.0
54.0,53.0,1.0
54.0,54.0,1.0
54.0,55.0,1.0
54.0,62.0,2.0
54.0,64.0,4.0
54.0,66.0,1.0
54.0,70.0,1.0
54.0,71.0,1.0
54.0,72.0,1.0
54.0,73.0,2.0
54.0,75.0,1.0
55.0,19.0,2.0
55.0,31.0,1.0
55.0,35.0,2.0
55.0,36.0,1.0
55.0,43.0,1.0
55.0,45.0,1.0
55.0,46.0,3.0
55.0,48.0,3.0
55.0,49.0,7.0
55.0,50.0,1.0
55.0,51.0,1.0
55.0,54.0,2.0
55.0,55.0,1.0
55.0,58.0,1.0
55.0,62.0,3.0
55.0,63.0,9.0
55.0,64.0,1.0
55.0,65.0,3.0
55.0,73.0,3.0
55.0,75.0,4.0
56.0,33.0,2.0
56.0,46.0,2.0
