x,y,count
13.0,25.0,1.0
13.0,31.0,1.0
14.0,18.0,1.0
20.0,29.0,1.0
20.0,30.0,27.0
20.0,46.0,1.0
22.0,99.0,1.0
23.0,29.0,1.0
23.0,45.0,1.0
23.0,59.0,1.0
23.0,62.0,3.0
23.0,93.0,1.0
24.0,42.0,2.0
24.0,45.0,1.0
24.0,47.0,1.0
24.0,59.0,1.0
24.0,83.0,1.0
25.0,24.0,1.0
25.0,29.0,1.0
25.0,32.0,1.0
25.0,36.0,1.0
25.0,38.0,1.0
25.0,59.0,1.0
26.0,18.0,1.0
26.0,42.0,1.0
27.0,13.0,1.0
27.0,53.0,3.0
27.0,54.0,1.0
27.0,59.0,4.0
28.0,20.0,1.0
28.0,22.0,1.0
28.0,47.0,1.0
28.0,53.0,1.0
29.0,23.0,1.0
29.0,47.0,2.0
29.0,53.0,1.0
29.0,59.0,1.0
30.0,46.0,1.0
30.0,59.0,2.0
30.0,77.0,1.0
31.0,40.0,3.0
31.0,41.0,1.0
31.0,42.0,1.0
31.0,43.0,1.0
31.0,44.0,1.0
31.0,46.0,2.0
31.0,47.0,2.0
31.0,59.0,2.0
31.0,60.0,1.0
32.0,47.0,2.0
32.0,55.0,1.0
32.0,59.0,2.0
32.0,61.0,4.0
33.0,29.0,1.0
33.0,47.0,1.0
33.0,53.0,1.0
33.0,59.0,2.0
33.0,61.0,2.0
34.0,26.0,1.0
34.0,44.0,1.0
34.0,45.0,1.0
34.0,47.0,2.0
34.0,53.0,1.0
34.0,56.0,1.0
34.0,59.0,2.0
35.0,32.0,1.0
35.0,44.0,1.0
35.0,45.0,4.0
35.0,46.0,1.0
35.0,47.0,5.0
35.0,59.0,1.0
36.0,32.0,1.0
36.0,45.0,3.0
36.0,48.0,3.0
36.0,54.0,1.0
36.0,55.0,1.0
36.0,59.0,5.0
37.0,45.0,3.0
37.0,47.0,1.0
37.0,59.0,3.0
38.0,29.0,1.0
38.0,47.0,1.0
38.0,49.0,1.0
38.0,51.0,3.0
38.0,54.0,5.0
38.0,56.0,2.0
38.0,57.0,1.0
38.0,60.0,1.0
39.0,18.0,2.0
39.0,49.0,2.0
39.0,50.0,2.0
39.0,51.0,10.0
39.0,52.0,6.0
39.0,60.0,1.0
39.0,78.0,1.0
40.0,4.0,1.0
40.0,18.0,1.0
40.0,19.0,1.0
40.0,46.0,3.0
40.0,47.0,1.0
40.0,50.0,4.0
40.0,52.0,1.0
40.0,57.0,2.0
40.0,59.0,1.0
40.0,60.0,3.0
41.0,46.0,1.0
41.0,48.0,1.0
41.0,50.0,2.0
41.0,52.0,2.0
41.0,57.0,1.0
41.0,60.0,2.0
42.0,9.0,1.0
42.0,19.0,1.0
42.0,44.0,1.0
42.0,49.0,2.0
42.0,50.0,5.0
42.0,52.0,2.0
42.0,60.0,3.0
43.0,14.0,2.0
43.0,19.0,1.0
43.0,50.0,7.0
43.0,57.0,4.0
43.0,60.0,2.0
43.0,63.0,2.0
43.0,64.0,1.0
44.0,15.0,1.0
44.0,50.0,2.0
44.0,51.0,1.0
44.0,52.0,1.0
44.0,53.0,4.0
44.0,54.0,2.0
44.0,57.0,1.0
44.0,63.0,1.0
45.0,17.0,1.0
45.0,32.0,1.0
45.0,41.0,1.0
45.0,51.0,3.0
45.0,52.0,2.0
45.0,53.0,2.0
45.0,54.0,1.0
45.0,55.0,5.0
45.0,56.0,2.0
45.0,61.0,2.0
45.0,64.0,1.0
46.0,19.0,1.0
46.0,34.0,1.0
46.0,36.0,2.0
46.0,38.0,1.0
46.0,43.0,13.0
46.0,44.0,1.0
46.0,46.0,4.0
46.0,51.0,4.0
46.0,52.0,2.0
46.0,54.0,1.0
46.0,55.0,1.0
46.0,73.0,1.0
46.0,74.0,16.0
46.0,78.0,2.0
47.0,19.0,1.0
47.0,51.0,1.0
47.0,52.0,2.0
47.0,53.0,2.0
47.0,55.0,1.0
47.0,61.0,1.0
47.0,65.0,1.0
47.0,67.0,1.0
47.0,70.0,1.0
47.0,75.0,4.0
48.0,22.0,1.0
48.0,25.0,1.0
48.0,40.0,1.0
48.0,43.0,2.0
48.0,51.0,2.0
48.0,53.0,2.0
48.0,54.0,1.0
48.0,58.0,1.0
48.0,59.0,1.0
48.0,60.0,1.0
48.0,61.0,5.0
48.0,63.0,1.0
48.0,64.0,3.0
48.0,73.0,3.0
48.0,74.0,8.0
48.0,75.0,2.0
49.0,10.0,1.0
49.0,40.0,1.0
