x,y,count
10.0,46.0,5.0
11.0,46.0,1.0
17.0,43.0,1.0
17.0,46.0,1.0
18.0,27.0,1.0
19.0,58.0,1.0
20.0,16.0,1.0
20.0,46.0,1.0
20.0,59.0,1.0
21.0,43.0,1.0
22.0,25.0,1.0
22.0,45.0,1.0
22.0,59.0,1.0
23.0,53.0,5.0
24.0,42.0,1.0
24.0,44.0,1.0
24.0,45.0,2.0
24.0,47.0,4.0
24.0,59.0,1.0
25.0,10.0,1.0
25.0,11.0,1.0
25.0,24.0,1.0
25.0,26.0,2.0
25.0,27.0,1.0
25.0,30.0,1.0
25.0,35.0,1.0
25.0,36.0,1.0
25.0,44.0,1.0
25.0,59.0,1.0
26.0,11.0,1.0
26.0,12.0,2.0
26.0,13.0,1.0
26.0,18.0,1.0
26.0,19.0,1.0
26.0,20.0,2.0
26.0,22.0,1.0
26.0,29.0,1.0
26.0,45.0,1.0
26.0,52.0,1.0
26.0,53.0,2.0
26.0,59.0,1.0
27.0,8.0,2.0
27.0,13.0,1.0
27.0,16.0,1.0
27.0,26.0,1.0
27.0,45.0,1.0
27.0,47.0,1.0
27.0,57.0,1.0
27.0,59.0,2.0
28.0,24.0,1.0
28.0,29.0,1.0
28.0,53.0,2.0
28.0,59.0,1.0
28.0,60.0,1.0
29.0,29.0,1.0
29.0,45.0,1.0
29.0,61.0,1.0
30.0,11.0,1.0
30.0,25.0,1.0
30.0,44.0,1.0
30.0,45.0,2.0
30.0,47.0,1.0
30.0,59.0,1.0
31.0,38.0,33.0
31.0,39.0,1.0
31.0,44.0,3.0
31.0,45.0,1.0
31.0,47.0,4.0
31.0,61.0,1.0
32.0,12.0,1.0
32.0,27.0,1.0
32.0,46.0,3.0
32.0,47.0,1.0
32.0,53.0,1.0
32.0,58.0,1.0
32.0,59.0,7.0
32.0,61.0,1.0
33.0,13.0,2.0
33.0,14.0,2.0
33.0,15.0,1.0
33.0,29.0,1.0
33.0,30.0,1.0
33.0,39.0,1.0
33.0,47.0,1.0
33.0,53.0,1.0
33.0,54.0,1.0
33.0,59.0,2.0
34.0,12.0,5.0
34.0,14.0,1.0
34.0,35.0,1.0
34.0,44.0,2.0
34.0,45.0,1.0
34.0,46.0,1.0
34.0,47.0,2.0
34.0,59.0,1.0
34.0,60.0,3.0
35.0,32.0,1.0
35.0,45.0,1.0
35.0,47.0,1.0
35.0,56.0,8.0
35.0,58.0,2.0
35.0,59.0,3.0
35.0,61.0,1.0
