x,y,count
14.0,46.0,1.0
15.0,26.0,2.0
16.0,25.0,1.0
17.0,22.0,1.0
18.0,25.0,1.0
18.0,27.0,2.0
18.0,31.0,1.0
18.0,32.0,2.0
19.0,9.0,1.0
19.0,21.0,3.0
19.0,28.0,1.0
19.0,58.0,1.0
20.0,20.0,1.0
20.0,28.0,1.0
20.0,44.0,1.0
20.0,46.0,1.0
21.0,8.0,2.0
21.0,11.0,1.0
21.0,12.0,1.0
21.0,22.0,1.0
21.0,33.0,1.0
21.0,42.0,3.0
21.0,45.0,1.0
21.0,66.0,1.0
22.0,7.0,1.0
22.0,8.0,1.0
22.0,11.0,1.0
22.0,29.0,1.0
22.0,38.0,3.0
22.0,44.0,1.0
22.0,47.0,1.0
22.0,59.0,2.0
22.0,61.0,1.0
22.0,68.0,2.0
23.0,7.0,2.0
23.0,8.0,1.0
23.0,37.0,2.0
23.0,38.0,1.0
23.0,41.0,1.0
23.0,45.0,1.0
23.0,47.0,2.0
23.0,52.0,1.0
23.0,60.0,2.0
23.0,62.0,1.0
23.0,93.0,2.0
23.0,99.0,1.0
24.0,9.0,1.0
24.0,11.0,1.0
24.0,29.0,2.0
24.0,39.0,1.0
24.0,41.0,1.0
24.0,44.0,2.0
24.0,45.0,6.0
24.0,47.0,3.0
24.0,52.0,1.0
24.0,53.0,1.0
24.0,59.0,4.0
24.0,83.0,2.0
24.0,88.0,1.0
25.0,7.0,1.0
25.0,12.0,1.0
25.0,15.0,1.0
25.0,22.0,1.0
25.0,23.0,3.0
25.0,27.0,2.0
25.0,29.0,1.0
25.0,30.0,8.0
25.0,31.0,2.0
25.0,32.0,2.0
25.0,34.0,1.0
25.0,35.0,2.0
25.0,36.0,1.0
25.0,37.0,1.0
25.0,38.0,1.0
25.0,39.0,2.0
25.0,40.0,1.0
25.0,44.0,1.0
25.0,45.0,2.0
25.0,59.0,4.0
25.0,62.0,2.0
25.0,80.0,1.0
26.0,7.0,1.0
26.0,16.0,1.0
26.0,19.0,1.0
26.0,22.0,1.0
26.0,36.0,1.0
26.0,37.0,2.0
26.0,38.0,2.0
26.0,39.0,1.0
26.0,41.0,1.0
26.0,42.0,1.0
26.0,44.0,1.0
26.0,45.0,6.0
26.0,46.0,2.0
26.0,47.0,2.0
26.0,59.0,6.0
26.0,79.0,1.0
26.0,80.0,3.0
27.0,8.0,1.0
27.0,11.0,1.0
27.0,22.0,1.0
27.0,38.0,3.0
27.0,44.0,1.0
27.0,45.0,4.0
27.0,47.0,1.0
27.0,52.0,1.0
27.0,54.0,1.0
27.0,55.0,1.0
27.0,56.0,1.0
27.0,59.0,11.0
27.0,60.0,1.0
27.0,61.0,5.0
27.0,62.0,3.0
27.0,63.0,1.0
27.0,64.0,1.0
28.0,1.0,1.0
28.0,15.0,1.0
28.0,22.0,2.0
28.0,29.0,1.0
28.0,38.0,1.0
28.0,40.0,1.0
28.0,41.0,2.0
28.0,45.0,4.0
28.0,46.0,1.0
28.0,47.0,4.0
28.0,53.0,3.0
28.0,54.0,1.0
28.0,56.0,4.0
28.0,58.0,1.0
28.0,59.0,9.0
28.0,60.0,1.0
28.0,61.0,3.0
28.0,63.0,1.0
28.0,66.0,1.0
28.0,77.0,1.0
28.0,78.0,2.0
29.0,1.0,1.0
29.0,25.0,2.0
29.0,29.0,1.0
29.0,41.0,1.0
29.0,42.0,1.0
29.0,45.0,2.0
29.0,46.0,1.0
29.0,47.0,4.0
29.0,53.0,1.0
29.0,56.0,2.0
29.0,58.0,1.0
29.0,59.0,14.0
29.0,61.0,1.0
29.0,71.0,1.0
29.0,72.0,1.0
29.0,76.0,1.0
29.0,77.0,3.0
30.0,37.0,1.0
30.0,41.0,1.0
30.0,44.0,4.0
30.0,45.0,4.0
30.0,46.0,23.0
30.0,47.0,2.0
30.0,59.0,9.0
30.0,60.0,3.0
30.0,61.0,1.0
30.0,62.0,1.0
30.0,64.0,1.0
30.0,77.0,1.0
31.0,2.0,1.0
31.0,38.0,16.0
31.0,41.0,2.0
31.0,42.0,1.0
31.0,43.0,1.0
31.0,44.0,5.0
31.0,45.0,7.0
31.0,46.0,12.0
31.0,47.0,19.0
31.0,54.0,1.0
31.0,59.0,18.0
31.0,61.0,4.0
31.0,77.0,1.0
32.0,9.0,2.0
32.0,10.0,2.0
32.0,12.0,1.0
32.0,38.0,3.0
32.0,40.0,2.0
32.0,44.0,8.0
32.0,46.0,9.0
32.0,47.0,21.0
32.0,53.0,1.0
32.0,56.0,2.0
32.0,57.0,2.0
32.0,58.0,1.0
32.0,59.0,11.0
32.0,61.0,2.0
32.0,62.0,2.0
33.0,12.0,1.0
