x,y,count
10.0,58.0,20.0
11.0,53.0,1.0
11.0,56.0,1.0
12.0,43.0,1.0
12.0,44.0,1.0
12.0,52.0,1.0
13.0,23.0,1.0
13.0,26.0,1.0
13.0,27.0,1.0
13.0,32.0,1.0
13.0,33.0,1.0
13.0,37.0,1.0
13.0,40.0,1.0
13.0,45.0,1.0
13.0,58.0,1.0
14.0,19.0,1.0
14.0,23.0,1.0
15.0,52.0,1.0
16.0,18.0,1.0
16.0,43.0,1.0
18.0,58.0,1.0
19.0,9.0,1.0
19.0,13.0,2.0
19.0,18.0,1.0
20.0,43.0,1.0
20.0,55.0,4.0
21.0,11.0,5.0
21.0,58.0,1.0
22.0,11.0,2.0
22.0,47.0,1.0
22.0,52.0,1.0
22.0,53.0,1.0
22.0,59.0,2.0
22.0,61.0,1.0
23.0,47.0,2.0
23.0,59.0,2.0
23.0,61.0,1.0
23.0,93.0,1.0
23.0,95.0,1.0
23.0,99.0,1.0
24.0,43.0,1.0
24.0,44.0,2.0
24.0,45.0,2.0
24.0,47.0,3.0
24.0,48.0,3.0
24.0,52.0,2.0
24.0,59.0,4.0
24.0,84.0,1.0
24.0,85.0,1.0
24.0,88.0,1.0
25.0,11.0,4.0
25.0,22.0,1.0
25.0,27.0,1.0
25.0,31.0,1.0
25.0,32.0,1.0
25.0,35.0,1.0
25.0,36.0,1.0
25.0,38.0,2.0
25.0,42.0,1.0
25.0,43.0,1.0
25.0,44.0,3.0
25.0,59.0,3.0
25.0,80.0,2.0
26.0,16.0,1.0
26.0,21.0,1.0
26.0,44.0,1.0
26.0,45.0,1.0
26.0,62.0,1.0
26.0,80.0,6.0
26.0,81.0,2.0
27.0,29.0,1.0
27.0,44.0,1.0
27.0,53.0,1.0
27.0,55.0,1.0
27.0,57.0,1.0
27.0,59.0,4.0
27.0,64.0,1.0
27.0,78.0,1.0
27.0,80.0,1.0
28.0,9.0,28.0
28.0,44.0,1.0
28.0,47.0,1.0
28.0,57.0,1.0
28.0,59.0,3.0
28.0,62.0,3.0
28.0,66.0,1.0
28.0,77.0,1.0
29.0,44.0,1.0
29.0,47.0,2.0
29.0,53.0,1.0
29.0,59.0,1.0
29.0,64.0,1.0
29.0,67.0,1.0
29.0,75.0,2.0
30.0,53.0,1.0
30.0,58.0,1.0
30.0,59.0,4.0
30.0,61.0,1.0
30.0,62.0,2.0
30.0,77.0,1.0
31.0,29.0,1.0
31.0,43.0,2.0
31.0,44.0,2.0
31.0,46.0,1.0
31.0,48.0,1.0
31.0,53.0,2.0
31.0,58.0,1.0
31.0,59.0,2.0
32.0,38.0,2.0
32.0,41.0,2.0
32.0,44.0,1.0
32.0,46.0,2.0
32.0,47.0,2.0
32.0,56.0,1.0
32.0,59.0,3.0
32.0,60.0,2.0
32.0,61.0,1.0
32.0,62.0,5.0
32.0,63.0,1.0
32.0,76.0,2.0
33.0,41.0,1.0
33.0,43.0,1.0
33.0,47.0,3.0
33.0,54.0,2.0
33.0,59.0,2.0
33.0,61.0,1.0
33.0,76.0,1.0
34.0,14.0,8.0
34.0,17.0,2.0
34.0,25.0,1.0
34.0,36.0,2.0
34.0,39.0,1.0
34.0,41.0,2.0
34.0,44.0,2.0
34.0,46.0,2.0
34.0,47.0,1.0
34.0,53.0,1.0
34.0,54.0,2.0
34.0,55.0,1.0
34.0,56.0,1.0
34.0,58.0,1.0
34.0,59.0,2.0
34.0,61.0,1.0
34.0,62.0,1.0
34.0,63.0,2.0
35.0,14.0,1.0
35.0,17.0,1.0
35.0,18.0,1.0
35.0,22.0,1.0
35.0,23.0,1.0
35.0,31.0,1.0
35.0,45.0,1.0
35.0,47.0,1.0
35.0,54.0,2.0
35.0,59.0,1.0
35.0,61.0,1.0
35.0,63.0,5.0
36.0,14.0,1.0
36.0,21.0,1.0
36.0,23.0,2.0
36.0,27.0,1.0
36.0,32.0,2.0
36.0,37.0,1.0
36.0,47.0,1.0
36.0,48.0,1.0
36.0,54.0,1.0
36.0,56.0,1.0
36.0,59.0,3.0
36.0,61.0,1.0
36.0,63.0,2.0
36.0,76.0,1.0
36.0,77.0,1.0
37.0,13.0,1.0
37.0,19.0,1.0
37.0,23.0,4.0
37.0,30.0,1.0
37.0,45.0,1.0
37.0,49.0,1.0
37.0,55.0,3.0
37.0,56.0,4.0
37.0,59.0,3.0
37.0,63.0,5.0
38.0,19.0,12.0
38.0,38.0,1.0
38.0,46.0,2.0
38.0,47.0,1.0
38.0,51.0,2.0
38.0,54.0,1.0
38.0,56.0,2.0
38.0,57.0,1.0
38.0,60.0,2.0
38.0,77.0,1.0
39.0,13.0,1.0
39.0,30.0,1.0
39.0,31.0,1.0
39.0,48.0,1.0
39.0,49.0,10.0
39.0,50.0,5.0
39.0,51.0,3.0
39.0,52.0,4.0
39.0,53.0,2.0
39.0,54.0,1.0
39.0,57.0,1.0
39.0,59.0,1.0
39.0,60.0,1.0
39.0,62.0,1.0
39.0,63.0,2.0
40.0,13.0,2.0
40.0,29.0,2.0
40.0,30.0,1.0
40.0,31.0,3.0
40.0,45.0,1.0
40.0,46.0,2.0
40.0,47.0,1.0
40.0,48.0,1.0
40.0,49.0,11.0
40.0,50.0,1.0
40.0,51.0,4.0
40.0,54.0,1.0
40.0,62.0,2.0
40.0,64.0,4.0
40.0,71.0,1.0
40.0,77.0,1.0
40.0,78.0,1.0
41.0,17.0,1.0
41.0,19.0,1.0
41.0,28.0,1.0
41.0,43.0,1.0
41.0,47.0,2.0
41.0,48.0,2.0
41.0,49.0,5.0
41.0,51.0,2.0
41.0,57.0,2.0
41.0,78.0,1.0
42.0,19.0,2.0
42.0,20.0,5.0
42.0,42.0,1.0
42.0,44.0,3.0
42.0,46.0,1.0
42.0,47.0,1.0
42.0,48.0,1.0
42.0,49.0,7.0
42.0,50.0,6.0
42.0,51.0,2.0
42.0,52.0,2.0
42.0,62.0,1.0
42.0,66.0,1.0
42.0,73.0,1.0
42.0,75.0,1.0
42.0,76.0,2.0
43.0,9.0,1.0
43.0,14.0,1.0
43.0,19.0,1.0
43.0,32.0,3.0
43.0,40.0,1.0
43.0,42.0,1.0
43.0,44.0,3.0
43.0,46.0,1.0
43.0,47.0,1.0
43.0,49.0,4.0
43.0,51.0,2.0
43.0,52.0,3.0
43.0,56.0,1.0
43.0,57.0,1.0
43.0,58.0,4.0
43.0,59.0,5.0
43.0,60.0,10.0
43.0,61.0,2.0
43.0,62.0,1.0
43.0,63.0,1.0
43.0,64.0,3.0
43.0,66.0,1.0
43.0,67.0,2.0
43.0,68.0,2.0
43.0,71.0,1.0
43.0,76.0,2.0
43.0,78.0,2.0
43.0,79.0,6.0
44.0,15.0,1.0
44.0,19.0,1.0
44.0,27.0,1.0
44.0,40.0,1.0
44.0,41.0,1.0
44.0,44.0,2.0
44.0,47.0,1.0
44.0,48.0,3.0
44.0,50.0,8.0
44.0,51.0,12.0
44.0,52.0,8.0
44.0,53.0,8.0
44.0,54.0,5.0
44.0,55.0,4.0
44.0,57.0,1.0
44.0,59.0,1.0
44.0,60.0,2.0
44.0,62.0,1.0
44.0,63.0,6.0
44.0,64.0,4.0
44.0,66.0,2.0
44.0,67.0,1.0
44.0,74.0,3.0
44.0,75.0,1.0
44.0,76.0,1.0
45.0,19.0,1.0
45.0,23.0,1.0
45.0,32.0,4.0
45.0,33.0,3.0
45.0,39.0,1.0
45.0,41.0,3.0
45.0,44.0,1.0
45.0,48.0,1.0
45.0,50.0,1.0
45.0,51.0,13.0
45.0,52.0,1.0
45.0,53.0,1.0
45.0,58.0,1.0
45.0,60.0,2.0
45.0,61.0,4.0
45.0,64.0,4.0
45.0,65.0,2.0
45.0,67.0,8.0
45.0,68.0,1.0
45.0,69.0,1.0
45.0,74.0,3.0
45.0,76.0,4.0
45.0,79.0,1.0
46.0,17.0,1.0
46.0,36.0,2.0
46.0,37.0,4.0
46.0,38.0,1.0
46.0,40.0,1.0
46.0,44.0,2.0
46.0,47.0,6.0
46.0,51.0,1.0
46.0,52.0,3.0
46.0,60.0,3.0
46.0,61.0,3.0
46.0,62.0,1.0
46.0,63.0,4.0
46.0,64.0,1.0
46.0,65.0,1.0
46.0,68.0,2.0
46.0,71.0,3.0
46.0,72.0,1.0
46.0,73.0,1.0
46.0,74.0,15.0
46.0,75.0,4.0
46.0,76.0,1.0
46.0,77.0,2.0
46.0,78.0,1.0
46.0,79.0,9.0
47.0,19.0,1.0
47.0,32.0,1.0
47.0,38.0,1.0
47.0,40.0,1.0
47.0,43.0,1.0
47.0,44.0,1.0
47.0,51.0,1.0
47.0,52.0,4.0
47.0,58.0,2.0
47.0,61.0,1.0
47.0,65.0,3.0
47.0,66.0,2.0
47.0,67.0,8.0
47.0,68.0,2.0
47.0,69.0,2.0
47.0,70.0,2.0
47.0,71.0,1.0
47.0,72.0,1.0
47.0,74.0,7.0
47.0,75.0,10.0
47.0,76.0,2.0
47.0,79.0,4.0
48.0,9.0,1.0
48.0,19.0,1.0
48.0,25.0,1.0
48.0,51.0,3.0
48.0,52.0,2.0
48.0,53.0,2.0
48.0,54.0,2.0
48.0,58.0,1.0
48.0,59.0,2.0
48.0,60.0,1.0
48.0,61.0,12.0
48.0,62.0,1.0
48.0,63.0,11.0
48.0,64.0,8.0
48.0,65.0,6.0
48.0,66.0,2.0
48.0,68.0,3.0
48.0,70.0,1.0
48.0,71.0,1.0
48.0,72.0,2.0
48.0,74.0,6.0
48.0,75.0,10.0
48.0,76.0,2.0
48.0,78.0,1.0
48.0,79.0,6.0
49.0,18.0,1.0
49.0,22.0,1.0
49.0,33.0,1.0
49.0,44.0,3.0
49.0,49.0,2.0
49.0,51.0,4.0
49.0,52.0,5.0
49.0,53.0,8.0
49.0,54.0,3.0
49.0,55.0,5.0
49.0,56.0,4.0
49.0,57.0,5.0
49.0,58.0,3.0
49.0,59.0,1.0
49.0,61.0,1.0
49.0,62.0,2.0
49.0,63.0,1.0
49.0,64.0,2.0
49.0,65.0,5.0
49.0,66.0,1.0
49.0,68.0,1.0
49.0,69.0,1.0
49.0,70.0,1.0
49.0,72.0,5.0
49.0,73.0,1.0
49.0,74.0,10.0
49.0,75.0,8.0
49.0,77.0,1.0
49.0,80.0,2.0
50.0,13.0,1.0
50.0,19.0,2.0
50.0,21.0,1.0
50.0,28.0,1.0
50.0,42.0,9.0
50.0,43.0,2.0
50.0,44.0,1.0
50.0,48.0,3.0
50.0,49.0,9.0
50.0,50.0,4.0
50.0,51.0,13.0
50.0,52.0,4.0
50.0,53.0,1.0
50.0,54.0,2.0
50.0,55.0,2.0
50.0,56.0,1.0
50.0,58.0,2.0
50.0,59.0,1.0
50.0,62.0,11.0
50.0,63.0,1.0
50.0,64.0,2.0
50.0,65.0,2.0
50.0,66.0,1.0
50.0,69.0,2.0
50.0,70.0,3.0
50.0,71.0,1.0
50.0,72.0,2.0
50.0,73.0,2.0
50.0,74.0,18.0
50.0,75.0,7.0
50.0,76.0,4.0
50.0,78.0,1.0
50.0,79.0,1.0
50.0,80.0,6.0
51.0,13.0,5.0
51.0,14.0,2.0
51.0,20.0,5.0
51.0,35.0,5.0
51.0,36.0,1.0
51.0,37.0,3.0
51.0,38.0,2.0
51.0,40.0,3.0
51.0,41.0,4.0
51.0,42.0,4.0
51.0,43.0,15.0
51.0,44.0,13.0
51.0,45.0,6.0
51.0,46.0,4.0
51.0,47.0,6.0
51.0,48.0,9.0
51.0,49.0,1.0
51.0,50.0,1.0
51.0,52.0,4.0
51.0,53.0,2.0
51.0,57.0,1.0
51.0,58.0,1.0
51.0,62.0,2.0
51.0,64.0,1.0
51.0,65.0,3.0
51.0,67.0,8.0
51.0,68.0,8.0
51.0,69.0,8.0
51.0,70.0,4.0
51.0,71.0,4.0
51.0,72.0,16.0
51.0,73.0,4.0
51.0,74.0,7.0
51.0,75.0,3.0
51.0,77.0,1.0
51.0,78.0,1.0
51.0,79.0,4.0
52.0,16.0,1.0
52.0,20.0,1.0
52.0,34.0,1.0
52.0,35.0,2.0
52.0,39.0,1.0
52.0,40.0,1.0
52.0,41.0,6.0
52.0,42.0,2.0
52.0,43.0,5.0
52.0,44.0,1.0
52.0,45.0,3.0
52.0,46.0,4.0
52.0,49.0,1.0
52.0,50.0,1.0
52.0,51.0,3.0
52.0,52.0,2.0
52.0,54.0,1.0
52.0,59.0,7.0
52.0,60.0,1.0
52.0,61.0,3.0
52.0,62.0,15.0
52.0,63.0,7.0
52.0,64.0,2.0
52.0,65.0,6.0
52.0,66.0,26.0
52.0,67.0,1.0
52.0,68.0,2.0
52.0,69.0,3.0
52.0,72.0,7.0
52.0,74.0,1.0
52.0,75.0,4.0
52.0,78.0,3.0
53.0,16.0,1.0
53.0,17.0,1.0
53.0,19.0,1.0
53.0,20.0,1.0
53.0,21.0,1.0
53.0,34.0,1.0
53.0,35.0,5.0
53.0,43.0,1.0
53.0,46.0,1.0
53.0,47.0,7.0
53.0,48.0,4.0
53.0,50.0,1.0
53.0,52.0,11.0
53.0,53.0,3.0
53.0,54.0,2.0
53.0,55.0,1.0
53.0,56.0,3.0
53.0,57.0,7.0
53.0,58.0,9.0
53.0,59.0,2.0
53.0,60.0,5.0
53.0,61.0,1.0
53.0,62.0,2.0
53.0,63.0,6.0
53.0,66.0,5.0
53.0,67.0,1.0
53.0,68.0,1.0
53.0,69.0,1.0
53.0,70.0,1.0
53.0,71.0,2.0
53.0,72.0,1.0
53.0,73.0,4.0
53.0,75.0,11.0
53.0,77.0,8.0
53.0,78.0,1.0
53.0,79.0,4.0
54.0,18.0,1.0
54.0,34.0,1.0
54.0,38.0,1.0
54.0,39.0,7.0
54.0,45.0,2.0
54.0,48.0,2.0
54.0,51.0,2.0
54.0,52.0,4.0
54.0,53.0,4.0
54.0,54.0,3.0
54.0,55.0,1.0
54.0,56.0,2.0
54.0,57.0,2.0
54.0,58.0,1.0
54.0,59.0,4.0
54.0,60.0,5.0
54.0,61.0,8.0
54.0,62.0,1.0
54.0,63.0,4.0
54.0,64.0,1.0
54.0,65.0,2.0
54.0,66.0,3.0
54.0,67.0,3.0
54.0,69.0,2.0
54.0,70.0,2.0
54.0,72.0,3.0
54.0,73.0,20.0
54.0,74.0,1.0
54.0,75.0,4.0
54.0,76.0,3.0
54.0,77.0,1.0
55.0,30.0,1.0
55.0,31.0,1.0
55.0,36.0,6.0
55.0,37.0,1.0
55.0,43.0,5.0
55.0,44.0,1.0
55.0,46.0,5.0
55.0,47.0,5.0
55.0,48.0,8.0
55.0,49.0,16.0
55.0,50.0,6.0
55.0,52.0,3.0
55.0,53.0,1.0
55.0,54.0,5.0
55.0,55.0,2.0
55.0,56.0,1.0
55.0,58.0,1.0
55.0,60.0,2.0
55.0,62.0,1.0
55.0,63.0,7.0
55.0,64.0,1.0
55.0,65.0,2.0
55.0,66.0,3.0
55.0,71.0,1.0
55.0,73.0,5.0
55.0,75.0,3.0
55.0,76.0,2.0
55.0,77.0,2.0
56.0,15.0,1.0
56.0,19.0,1.0
56.0,30.0,2.0
56.0,31.0,2.0
56.0,33.0,1.0
56.0,34.0,4.0
56.0,35.0,3.0
56.0,36.0,1.0
56.0,43.0,2.0
56.0,44.0,1.0
56.0,45.0,1.0
56.0,46.0,3.0
56.0,47.0,2.0
56.0,48.0,1.0
56.0,49.0,3.0
56.0,50.0,4.0
56.0,52.0,1.0
56.0,53.0,1.0
56.0,54.0,2.0
56.0,55.0,2.0
56.0,56.0,5.0
56.0,57.0,31.0
56.0,58.0,2.0
56.0,59.0,3.0
56.0,60.0,24.0
56.0,61.0,1.0
56.0,62.0,2.0
56.0,63.0,1.0
56.0,64.0,2.0
56.0,65.0,2.0
56.0,66.0,3.0
56.0,67.0,1.0
56.0,68.0,1.0
56.0,69.0,1.0
56.0,70.0,1.0
56.0,71.0,2.0
56.0,72.0,2.0
56.0,73.0,10.0
56.0,75.0,7.0
56.0,76.0,2.0
56.0,77.0,1.0
56.0,78.0,6.0
56.0,80.0,2.0
57.0,17.0,1.0
57.0,19.0,2.0
57.0,21.0,1.0
57.0,28.0,1.0
57.0,32.0,1.0
57.0,33.0,1.0
57.0,36.0,3.0
57.0,37.0,1.0
57.0,40.0,1.0
57.0,41.0,2.0
57.0,42.0,3.0
57.0,43.0,1.0
57.0,44.0,7.0
57.0,45.0,1.0
57.0,46.0,3.0
57.0,49.0,1.0
57.0,50.0,5.0
57.0,51.0,5.0
57.0,52.0,1.0
57.0,53.0,3.0
57.0,54.0,1.0
57.0,55.0,2.0
57.0,59.0,2.0
57.0,60.0,1.0
57.0,62.0,3.0
57.0,63.0,12.0
57.0,64.0,4.0
57.0,65.0,3.0
57.0,66.0,6.0
57.0,67.0,1.0
57.0,68.0,1.0
57.0,70.0,3.0
57.0,71.0,3.0
57.0,72.0,2.0
57.0,73.0,8.0
57.0,74.0,3.0
57.0,75.0,13.0
57.0,76.0,5.0
57.0,77.0,1.0
57.0,78.0,7.0
57.0,79.0,1.0
58.0,14.0,1.0
58.0,26.0,4.0
58.0,28.0,2.0
58.0,33.0,2.0
58.0,36.0,9.0
58.0,37.0,3.0
58.0,38.0,3.0
58.0,39.0,2.0
58.0,40.0,2.0
58.0,41.0,3.0
58.0,42.0,3.0
58.0,43.0,6.0
58.0,44.0,4.0
58.0,46.0,30.0
58.0,47.0,1.0
58.0,49.0,2.0
58.0,50.0,2.0
58.0,51.0,5.0
58.0,52.0,9.0
58.0,53.0,4.0
58.0,54.0,4.0
58.0,55.0,4.0
58.0,56.0,2.0
58.0,58.0,1.0
58.0,59.0,4.0
58.0,60.0,7.0
58.0,62.0,1.0
58.0,63.0,9.0
58.0,64.0,9.0
58.0,65.0,5.0
58.0,66.0,8.0
58.0,67.0,7.0
58.0,68.0,5.0
58.0,69.0,4.0
58.0,70.0,4.0
58.0,71.0,9.0
58.0,72.0,6.0
58.0,73.0,11.0
58.0,74.0,6.0
58.0,75.0,13.0
58.0,78.0,5.0
58.0,79.0,3.0
58.0,80.0,3.0
59.0,19.0,1.0
59.0,20.0,1.0
59.0,23.0,1.0
59.0,28.0,11.0
59.0,29.0,2.0
59.0,34.0,1.0
59.0,36.0,3.0
59.0,37.0,3.0
59.0,43.0,1.0
59.0,44.0,9.0
59.0,45.0,2.0
59.0,46.0,8.0
59.0,47.0,1.0
59.0,48.0,6.0
59.0,50.0,4.0
59.0,51.0,3.0
59.0,52.0,11.0
59.0,53.0,6.0
59.0,54.0,3.0
59.0,55.0,2.0
59.0,56.0,1.0
59.0,57.0,1.0
59.0,58.0,1.0
59.0,59.0,8.0
59.0,60.0,7.0
59.0,61.0,6.0
59.0,62.0,4.0
59.0,63.0,16.0
59.0,64.0,25.0
59.0,65.0,6.0
59.0,66.0,50.0
59.0,67.0,16.0
59.0,68.0,5.0
59.0,69.0,4.0
59.0,70.0,3.0
59.0,71.0,16.0
59.0,72.0,15.0
59.0,73.0,8.0
59.0,74.0,22.0
59.0,75.0,7.0
59.0,76.0,8.0
59.0,78.0,2.0
59.0,80.0,1.0
60.0,20.0,1.0
60.0,29.0,1.0
60.0,30.0,1.0
60.0,33.0,3.0
60.0,35.0,2.0
60.0,36.0,8.0
60.0,37.0,4.0
60.0,38.0,3.0
60.0,39.0,3.0
60.0,40.0,4.0
60.0,41.0,3.0
60.0,42.0,3.0
60.0,43.0,1.0
60.0,44.0,2.0
60.0,46.0,14.0
60.0,48.0,1.0
60.0,49.0,6.0
60.0,50.0,2.0
60.0,51.0,2.0
60.0,52.0,2.0
60.0,53.0,4.0
60.0,54.0,14.0
60.0,55.0,9.0
60.0,56.0,4.0
60.0,57.0,3.0
60.0,58.0,1.0
