x,y,count
20.0,52.0,1.0
21.0,58.0,1.0
22.0,48.0,1.0
23.0,47.0,1.0
23.0,97.0,1.0
24.0,43.0,1.0
24.0,59.0,2.0
24.0,60.0,1.0
24.0,87.0,1.0
25.0,31.0,1.0
25.0,38.0,1.0
25.0,59.0,1.0
25.0,80.0,1.0
26.0,59.0,2.0
26.0,80.0,1.0
27.0,45.0,1.0
27.0,59.0,1.0
28.0,47.0,1.0
28.0,60.0,1.0
29.0,59.0,3.0
30.0,45.0,1.0
30.0,57.0,1.0
30.0,58.0,2.0
30.0,61.0,1.0
30.0,77.0,1.0
31.0,47.0,1.0
31.0,53.0,1.0
32.0,46.0,1.0
32.0,47.0,3.0
32.0,61.0,1.0
33.0,44.0,1.0
33.0,45.0,1.0
33.0,47.0,1.0
33.0,59.0,1.0
34.0,59.0,4.0
34.0,76.0,1.0
35.0,47.0,1.0
35.0,48.0,1.0
35.0,54.0,1.0
35.0,59.0,2.0
36.0,54.0,1.0
36.0,59.0,4.0
37.0,3.0,1.0
37.0,59.0,4.0
38.0,54.0,1.0
38.0,57.0,1.0
38.0,60.0,1.0
39.0,47.0,1.0
39.0,49.0,1.0
39.0,50.0,1.0
39.0,51.0,3.0
39.0,52.0,2.0
39.0,54.0,1.0
39.0,60.0,1.0
39.0,77.0,1.0
40.0,51.0,1.0
40.0,53.0,2.0
41.0,50.0,11.0
41.0,51.0,1.0
42.0,10.0,1.0
42.0,20.0,1.0
42.0,50.0,2.0
42.0,51.0,2.0
42.0,76.0,1.0
43.0,12.0,1.0
43.0,40.0,1.0
43.0,50.0,2.0
43.0,51.0,1.0
43.0,53.0,1.0
43.0,57.0,1.0
43.0,60.0,4.0
43.0,61.0,1.0
43.0,63.0,1.0
43.0,64.0,3.0
44.0,20.0,4.0
44.0,43.0,1.0
44.0,44.0,1.0
44.0,50.0,1.0
44.0,51.0,2.0
44.0,52.0,1.0
44.0,53.0,1.0
44.0,54.0,1.0
44.0,55.0,1.0
44.0,63.0,1.0
44.0,73.0,1.0
44.0,74.0,1.0
44.0,75.0,1.0
44.0,76.0,5.0
45.0,32.0,1.0
45.0,39.0,1.0
45.0,42.0,1.0
45.0,52.0,1.0
45.0,54.0,1.0
45.0,60.0,1.0
45.0,65.0,1.0
46.0,35.0,1.0
46.0,41.0,1.0
46.0,51.0,1.0
46.0,74.0,4.0
46.0,75.0,1.0
46.0,77.0,1.0
46.0,79.0,2.0
46.0,80.0,3.0
47.0,13.0,31.0
47.0,16.0,9.0
47.0,32.0,1.0
47.0,43.0,4.0
47.0,65.0,7.0
47.0,66.0,1.0
47.0,78.0,1.0
48.0,18.0,1.0
48.0,19.0,1.0
48.0,22.0,1.0
48.0,24.0,2.0
48.0,30.0,1.0
48.0,44.0,2.0
48.0,51.0,1.0
48.0,53.0,1.0
48.0,55.0,1.0
48.0,60.0,1.0
48.0,61.0,3.0
48.0,64.0,1.0
48.0,65.0,1.0
48.0,72.0,1.0
48.0,73.0,1.0
49.0,18.0,1.0
49.0,19.0,1.0
49.0,24.0,1.0
49.0,43.0,2.0
49.0,44.0,1.0
49.0,51.0,1.0
49.0,52.0,1.0
49.0,53.0,3.0
49.0,54.0,4.0
49.0,55.0,1.0
49.0,56.0,1.0
49.0,57.0,3.0
49.0,58.0,4.0
49.0,61.0,3.0
49.0,63.0,6.0
49.0,64.0,2.0
49.0,73.0,2.0
49.0,74.0,1.0
49.0,75.0,4.0
50.0,19.0,1.0
50.0,20.0,2.0
