x,y,count
18.0,21.0,5.0
19.0,6.0,1.0
20.0,6.0,1.0
21.0,62.0,1.0
23.0,6.0,1.0
24.0,42.0,1.0
24.0,59.0,1.0
24.0,62.0,1.0
25.0,45.0,1.0
26.0,5.0,1.0
27.0,59.0,1.0
27.0,62.0,1.0
28.0,45.0,1.0
29.0,50.0,1.0
31.0,46.0,1.0
31.0,47.0,1.0
31.0,53.0,1.0
32.0,15.0,1.0
32.0,43.0,1.0
32.0,46.0,1.0
32.0,59.0,1.0
32.0,60.0,5.0
32.0,61.0,1.0
35.0,46.0,1.0
35.0,54.0,1.0
36.0,14.0,1.0
36.0,45.0,1.0
37.0,45.0,1.0
37.0,63.0,1.0
38.0,54.0,1.0
38.0,63.0,2.0
39.0,48.0,1.0
39.0,50.0,1.0
39.0,51.0,1.0
39.0,54.0,1.0
39.0,63.0,1.0
39.0,64.0,1.0
40.0,13.0,1.0
40.0,45.0,1.0
40.0,46.0,1.0
40.0,48.0,1.0
41.0,52.0,1.0
41.0,60.0,5.0
42.0,11.0,1.0
42.0,44.0,1.0
42.0,64.0,1.0
42.0,67.0,1.0
43.0,12.0,1.0
43.0,45.0,1.0
43.0,46.0,2.0
43.0,48.0,2.0
43.0,50.0,1.0
43.0,64.0,3.0
43.0,65.0,2.0
44.0,51.0,1.0
44.0,52.0,1.0
45.0,16.0,1.0
45.0,34.0,1.0
45.0,36.0,1.0
45.0,44.0,2.0
45.0,51.0,1.0
46.0,9.0,1.0
46.0,34.0,1.0
46.0,44.0,1.0
46.0,46.0,1.0
46.0,51.0,2.0
46.0,52.0,1.0
46.0,53.0,1.0
46.0,54.0,1.0
46.0,55.0,1.0
46.0,74.0,1.0
47.0,36.0,1.0
47.0,47.0,2.0
47.0,51.0,1.0
47.0,65.0,1.0
47.0,66.0,2.0
47.0,69.0,1.0
47.0,72.0,1.0
47.0,74.0,3.0
47.0,76.0,1.0
48.0,44.0,1.0
48.0,49.0,1.0
48.0,53.0,1.0
48.0,60.0,1.0
48.0,61.0,2.0
48.0,62.0,2.0
48.0,63.0,3.0
48.0,64.0,1.0
48.0,66.0,6.0
49.0,43.0,1.0
49.0,48.0,1.0
49.0,51.0,1.0
49.0,52.0,1.0
49.0,53.0,1.0
49.0,54.0,1.0
49.0,62.0,3.0
49.0,63.0,1.0
50.0,13.0,1.0
50.0,33.0,3.0
50.0,42.0,2.0
50.0,43.0,2.0
50.0,49.0,1.0
50.0,50.0,1.0
50.0,51.0,2.0
50.0,54.0,1.0
50.0,62.0,1.0
50.0,66.0,1.0
50.0,73.0,1.0
50.0,74.0,3.0
50.0,75.0,1.0
51.0,14.0,1.0
51.0,21.0,1.0
51.0,36.0,1.0
51.0,38.0,1.0
51.0,39.0,1.0
51.0,42.0,3.0
51.0,43.0,7.0
51.0,46.0,1.0
51.0,47.0,1.0
51.0,48.0,2.0
51.0,49.0,1.0
51.0,50.0,1.0
51.0,54.0,1.0
51.0,62.0,1.0
51.0,65.0,1.0
51.0,67.0,1.0
51.0,69.0,1.0
51.0,72.0,6.0
51.0,74.0,2.0
52.0,35.0,1.0
52.0,46.0,2.0
52.0,55.0,1.0
52.0,59.0,1.0
52.0,60.0,1.0
52.0,61.0,8.0
52.0,62.0,1.0
52.0,64.0,1.0
52.0,65.0,1.0
52.0,66.0,1.0
52.0,67.0,2.0
52.0,70.0,1.0
52.0,72.0,2.0
52.0,75.0,1.0
53.0,17.0,1.0
53.0,21.0,1.0
53.0,30.0,1.0
53.0,33.0,1.0
53.0,35.0,3.0
53.0,52.0,1.0
53.0,53.0,1.0
53.0,54.0,2.0
53.0,55.0,1.0
53.0,56.0,1.0
53.0,58.0,2.0
53.0,63.0,1.0
53.0,64.0,1.0
53.0,65.0,1.0
53.0,66.0,3.0
53.0,69.0,4.0
53.0,70.0,1.0
53.0,72.0,1.0
53.0,73.0,1.0
53.0,74.0,1.0
54.0,35.0,2.0
54.0,42.0,4.0
54.0,43.0,1.0
54.0,51.0,1.0
54.0,52.0,1.0
54.0,53.0,2.0
54.0,61.0,1.0
54.0,66.0,1.0
54.0,71.0,1.0
54.0,73.0,1.0
54.0,74.0,1.0
54.0,75.0,1.0
55.0,32.0,1.0
55.0,35.0,4.0
55.0,40.0,1.0
55.0,42.0,1.0
55.0,46.0,1.0
55.0,47.0,2.0
55.0,48.0,2.0
55.0,49.0,1.0
55.0,50.0,1.0
55.0,51.0,1.0
55.0,53.0,1.0
55.0,54.0,1.0
55.0,55.0,1.0
55.0,62.0,1.0
55.0,66.0,3.0
55.0,67.0,1.0
55.0,68.0,1.0
55.0,70.0,2.0
55.0,76.0,1.0
56.0,28.0,1.0
56.0,30.0,1.0
56.0,31.0,1.0
56.0,34.0,1.0
56.0,36.0,2.0
56.0,41.0,1.0
56.0,53.0,1.0
56.0,54.0,1.0
56.0,65.0,1.0
56.0,66.0,3.0
56.0,71.0,2.0
56.0,72.0,4.0
56.0,73.0,2.0
56.0,74.0,2.0
56.0,75.0,2.0
56.0,77.0,5.0
57.0,19.0,1.0
57.0,21.0,1.0
57.0,22.0,1.0
57.0,63.0,2.0
57.0,65.0,4.0
57.0,66.0,7.0
57.0,68.0,1.0
57.0,71.0,2.0
57.0,72.0,1.0
57.0,74.0,2.0
57.0,76.0,1.0
57.0,78.0,1.0
58.0,25.0,1.0
58.0,29.0,1.0
58.0,46.0,2.0
58.0,52.0,1.0
58.0,54.0,1.0
58.0,58.0,1.0
58.0,65.0,3.0
58.0,66.0,4.0
58.0,71.0,1.0
58.0,73.0,4.0
58.0,74.0,2.0
58.0,75.0,2.0
58.0,78.0,1.0
59.0,28.0,2.0
59.0,29.0,2.0
59.0,31.0,1.0
59.0,33.0,4.0
59.0,36.0,1.0
59.0,44.0,1.0
59.0,46.0,1.0
59.0,47.0,1.0
59.0,48.0,2.0
59.0,51.0,1.0
59.0,52.0,1.0
59.0,53.0,1.0
59.0,57.0,1.0
59.0,61.0,2.0
59.0,63.0,5.0
59.0,64.0,1.0
59.0,65.0,4.0
59.0,66.0,2.0
59.0,67.0,3.0
59.0,68.0,2.0
59.0,70.0,1.0
59.0,71.0,2.0
59.0,72.0,1.0
59.0,74.0,2.0
59.0,75.0,2.0
59.0,76.0,1.0
60.0,22.0,1.0
60.0,29.0,3.0
60.0,31.0,1.0
60.0,33.0,4.0
60.0,41.0,1.0
60.0,50.0,1.0
60.0,53.0,1.0
60.0,55.0,2.0
60.0,58.0,1.0
60.0,59.0,3.0
60.0,60.0,2.0
60.0,61.0,1.0
60.0,62.0,2.0
60.0,63.0,3.0
60.0,64.0,2.0
60.0,65.0,1.0
60.0,67.0,1.0
60.0,68.0,1.0
60.0,69.0,3.0
60.0,71.0,1.0
60.0,72.0,1.0
60.0,74.0,4.0
60.0,76.0,1.0
60.0,77.0,1.0
61.0,31.0,1.0
61.0,32.0,2.0
61.0,33.0,6.0
61.0,36.0,8.0
61.0,37.0,1.0
61.0,38.0,4.0
61.0,40.0,2.0
61.0,41.0,2.0
61.0,42.0,6.0
61.0,43.0,1.0
61.0,44.0,3.0
61.0,45.0,1.0
61.0,46.0,1.0
61.0,47.0,1.0
61.0,48.0,2.0
61.0,49.0,1.0
61.0,50.0,1.0
61.0,52.0,3.0
61.0,55.0,2.0
61.0,56.0,2.0
61.0,57.0,2.0
61.0,66.0,1.0
61.0,69.0,1.0
61.0,71.0,1.0
61.0,76.0,1.0
62.0,33.0,1.0
62.0,35.0,4.0
62.0,36.0,5.0
62.0,39.0,1.0
62.0,46.0,1.0
62.0,47.0,1.0
62.0,53.0,2.0
62.0,56.0,3.0
62.0,63.0,1.0
62.0,64.0,1.0
62.0,66.0,4.0
62.0,67.0,12.0
62.0,69.0,1.0
62.0,70.0,1.0
62.0,71.0,1.0
62.0,72.0,1.0
62.0,79.0,3.0
63.0,33.0,6.0
63.0,34.0,1.0
63.0,36.0,1.0
63.0,46.0,1.0
63.0,48.0,1.0
63.0,50.0,2.0
63.0,53.0,1.0
63.0,54.0,1.0
63.0,60.0,3.0
63.0,62.0,2.0
63.0,63.0,3.0
63.0,64.0,1.0
63.0,65.0,1.0
63.0,67.0,4.0
63.0,68.0,1.0
63.0,79.0,1.0
63.0,80.0,1.0
64.0,22.0,1.0
64.0,33.0,3.0
64.0,36.0,4.0
64.0,54.0,1.0
64.0,57.0,1.0
64.0,58.0,1.0
64.0,62.0,1.0
64.0,63.0,1.0
64.0,64.0,4.0
64.0,65.0,1.0
64.0,66.0,1.0
64.0,67.0,1.0
64.0,68.0,1.0
64.0,70.0,1.0
64.0,79.0,2.0
64.0,80.0,1.0
65.0,33.0,2.0
65.0,34.0,1.0
65.0,46.0,2.0
65.0,47.0,1.0
65.0,52.0,1.0
65.0,54.0,1.0
65.0,56.0,4.0
65.0,57.0,1.0
65.0,59.0,3.0
65.0,65.0,2.0
65.0,67.0,2.0
65.0,68.0,5.0
65.0,78.0,3.0
66.0,33.0,1.0
66.0,36.0,1.0
66.0,54.0,2.0
66.0,55.0,1.0
66.0,62.0,1.0
66.0,63.0,6.0
66.0,64.0,6.0
66.0,65.0,1.0
66.0,66.0,2.0
66.0,68.0,23.0
66.0,70.0,1.0
66.0,75.0,1.0
66.0,76.0,2.0
67.0,22.0,1.0
67.0,33.0,1.0
67.0,37.0,1.0
67.0,46.0,2.0
67.0,51.0,1.0
67.0,54.0,1.0
67.0,57.0,2.0
67.0,59.0,1.0
67.0,61.0,1.0
67.0,63.0,9.0
67.0,64.0,2.0
67.0,65.0,4.0
67.0,66.0,1.0
67.0,68.0,5.0
67.0,70.0,1.0
67.0,74.0,1.0
67.0,78.0,1.0
67.0,81.0,1.0
68.0,25.0,1.0
68.0,26.0,1.0
68.0,33.0,3.0
68.0,37.0,1.0
68.0,46.0,2.0
68.0,54.0,2.0
68.0,58.0,1.0
68.0,62.0,8.0
68.0,64.0,1.0
68.0,65.0,13.0
68.0,66.0,3.0
68.0,67.0,1.0
68.0,68.0,10.0
68.0,73.0,2.0
68.0,74.0,1.0
68.0,80.0,3.0
69.0,19.0,1.0
69.0,21.0,1.0
69.0,22.0,1.0
69.0,24.0,1.0
69.0,33.0,2.0
69.0,37.0,2.0
69.0,39.0,1.0
69.0,40.0,2.0
69.0,43.0,2.0
69.0,44.0,1.0
69.0,46.0,2.0
69.0,55.0,1.0
69.0,57.0,1.0
69.0,60.0,1.0
69.0,61.0,2.0
69.0,63.0,4.0
69.0,64.0,1.0
69.0,66.0,3.0
69.0,67.0,1.0
69.0,68.0,8.0
69.0,69.0,1.0
69.0,72.0,1.0
69.0,73.0,1.0
69.0,80.0,3.0
70.0,19.0,2.0
70.0,20.0,3.0
70.0,21.0,1.0
70.0,29.0,1.0
70.0,31.0,1.0
70.0,32.0,1.0
70.0,34.0,1.0
70.0,39.0,3.0
70.0,40.0,1.0
70.0,44.0,2.0
70.0,46.0,1.0
70.0,48.0,1.0
70.0,49.0,1.0
70.0,50.0,1.0
70.0,52.0,1.0
70.0,54.0,1.0
70.0,56.0,1.0
70.0,57.0,2.0
70.0,60.0,6.0
70.0,62.0,1.0
70.0,63.0,7.0
70.0,64.0,1.0
70.0,66.0,1.0
70.0,68.0,3.0
70.0,69.0,3.0
70.0,70.0,5.0
70.0,71.0,5.0
70.0,72.0,8.0
70.0,80.0,2.0
71.0,16.0,1.0
71.0,17.0,1.0
71.0,18.0,1.0
71.0,19.0,7.0
71.0,32.0,1.0
71.0,34.0,2.0
71.0,35.0,1.0
71.0,36.0,4.0
71.0,37.0,1.0
71.0,39.0,2.0
71.0,40.0,2.0
71.0,48.0,1.0
71.0,50.0,1.0
71.0,58.0,1.0
71.0,59.0,1.0
71.0,61.0,1.0
71.0,64.0,3.0
71.0,65.0,1.0
71.0,66.0,3.0
71.0,67.0,1.0
71.0,68.0,3.0
71.0,69.0,4.0
71.0,70.0,2.0
71.0,78.0,6.0
72.0,15.0,1.0
72.0,24.0,1.0
72.0,25.0,1.0
72.0,34.0,1.0
72.0,37.0,1.0
72.0,38.0,1.0
72.0,45.0,1.0
72.0,57.0,1.0
72.0,58.0,1.0
72.0,60.0,1.0
72.0,61.0,3.0
72.0,64.0,9.0
72.0,66.0,1.0
72.0,68.0,3.0
72.0,69.0,3.0
72.0,70.0,3.0
72.0,73.0,2.0
72.0,74.0,1.0
72.0,76.0,3.0
72.0,78.0,1.0
73.0,12.0,1.0
73.0,34.0,2.0
73.0,38.0,1.0
73.0,40.0,1.0
73.0,57.0,2.0
73.0,58.0,1.0
73.0,62.0,3.0
73.0,63.0,7.0
73.0,65.0,2.0
73.0,67.0,1.0
73.0,68.0,1.0
73.0,69.0,4.0
73.0,70.0,15.0
73.0,71.0,2.0
73.0,76.0,2.0
74.0,8.0,1.0
74.0,9.0,1.0
74.0,28.0,1.0
74.0,34.0,1.0
74.0,45.0,1.0
74.0,54.0,3.0
74.0,56.0,1.0
74.0,59.0,1.0
74.0,63.0,1.0
74.0,64.0,1.0
74.0,65.0,1.0
74.0,66.0,2.0
74.0,67.0,2.0
74.0,68.0,1.0
74.0,69.0,3.0
74.0,70.0,1.0
74.0,71.0,3.0
74.0,75.0,4.0
75.0,28.0,1.0
75.0,29.0,1.0
75.0,36.0,5.0
75.0,61.0,1.0
75.0,63.0,6.0
75.0,66.0,7.0
75.0,67.0,1.0
75.0,68.0,2.0
75.0,69.0,5.0
75.0,70.0,11.0
75.0,71.0,1.0
75.0,73.0,1.0
76.0,4.0,1.0
76.0,34.0,5.0
76.0,35.0,31.0
76.0,36.0,1.0
76.0,48.0,1.0
76.0,55.0,15.0
76.0,56.0,8.0
76.0,59.0,2.0
76.0,64.0,1.0
76.0,69.0,2.0
76.0,70.0,1.0
77.0,31.0,1.0
77.0,35.0,47.0
77.0,36.0,24.0
77.0,56.0,1.0
77.0,57.0,3.0
77.0,58.0,1.0
77.0,65.0,2.0
77.0,67.0,1.0
77.0,69.0,1.0
77.0,70.0,1.0
