x,y,count
19.0,59.0,1.0
19.0,60.0,1.0
19.0,61.0,3.0
19.0,62.0,1.0
19.0,63.0,1.0
22.0,53.0,1.0
22.0,59.0,4.0
22.0,62.0,2.0
22.0,71.0,1.0
23.0,42.0,1.0
23.0,44.0,1.0
23.0,46.0,1.0
23.0,47.0,1.0
23.0,48.0,1.0
23.0,52.0,1.0
23.0,59.0,2.0
23.0,70.0,1.0
24.0,42.0,2.0
24.0,44.0,1.0
24.0,45.0,1.0
24.0,47.0,3.0
24.0,48.0,1.0
24.0,59.0,3.0
24.0,76.0,1.0
25.0,26.0,1.0
25.0,35.0,1.0
25.0,39.0,1.0
25.0,59.0,2.0
25.0,78.0,1.0
25.0,79.0,1.0
25.0,80.0,1.0
26.0,15.0,1.0
26.0,22.0,1.0
26.0,45.0,3.0
26.0,62.0,1.0
26.0,80.0,8.0
26.0,81.0,3.0
27.0,29.0,1.0
27.0,47.0,1.0
27.0,53.0,1.0
27.0,54.0,1.0
27.0,55.0,1.0
27.0,56.0,1.0
27.0,57.0,1.0
27.0,58.0,1.0
27.0,59.0,5.0
27.0,60.0,2.0
27.0,61.0,9.0
27.0,62.0,3.0
27.0,64.0,2.0
27.0,78.0,2.0
28.0,57.0,1.0
28.0,59.0,5.0
28.0,77.0,1.0
28.0,78.0,1.0
29.0,26.0,1.0
29.0,44.0,1.0
29.0,45.0,1.0
29.0,47.0,1.0
29.0,62.0,1.0
29.0,68.0,2.0
29.0,69.0,1.0
29.0,71.0,1.0
29.0,78.0,1.0
30.0,29.0,1.0
30.0,53.0,1.0
30.0,59.0,1.0
30.0,77.0,2.0
31.0,16.0,1.0
31.0,24.0,1.0
31.0,25.0,3.0
31.0,44.0,1.0
31.0,46.0,5.0
31.0,47.0,7.0
31.0,59.0,3.0
31.0,61.0,2.0
31.0,62.0,1.0
31.0,64.0,3.0
32.0,17.0,1.0
32.0,44.0,1.0
32.0,45.0,1.0
32.0,46.0,1.0
32.0,47.0,2.0
32.0,53.0,1.0
32.0,55.0,1.0
32.0,59.0,2.0
32.0,61.0,4.0
32.0,62.0,2.0
32.0,64.0,4.0
32.0,76.0,1.0
33.0,19.0,1.0
33.0,40.0,1.0
33.0,42.0,1.0
33.0,44.0,1.0
33.0,46.0,1.0
33.0,59.0,2.0
33.0,76.0,1.0
34.0,30.0,1.0
34.0,44.0,1.0
34.0,45.0,1.0
34.0,46.0,2.0
34.0,59.0,30.0
34.0,60.0,4.0
34.0,61.0,5.0
34.0,62.0,1.0
34.0,63.0,1.0
35.0,17.0,1.0
35.0,44.0,1.0
35.0,45.0,1.0
35.0,47.0,2.0
35.0,59.0,4.0
35.0,61.0,2.0
35.0,64.0,3.0
35.0,76.0,3.0
36.0,32.0,1.0
36.0,44.0,2.0
36.0,45.0,9.0
36.0,46.0,1.0
36.0,47.0,1.0
36.0,48.0,1.0
36.0,58.0,1.0
36.0,59.0,6.0
36.0,61.0,2.0
36.0,62.0,1.0
36.0,63.0,7.0
36.0,64.0,1.0
36.0,65.0,1.0
36.0,66.0,5.0
37.0,16.0,1.0
37.0,45.0,14.0
37.0,54.0,1.0
37.0,56.0,4.0
37.0,59.0,3.0
37.0,62.0,1.0
37.0,63.0,2.0
37.0,66.0,1.0
38.0,28.0,2.0
38.0,29.0,1.0
38.0,32.0,2.0
38.0,38.0,1.0
38.0,46.0,1.0
38.0,47.0,1.0
38.0,51.0,1.0
38.0,54.0,1.0
38.0,56.0,2.0
38.0,58.0,2.0
38.0,59.0,5.0
38.0,60.0,3.0
38.0,63.0,3.0
38.0,76.0,3.0
38.0,77.0,1.0
39.0,20.0,3.0
39.0,31.0,2.0
39.0,46.0,3.0
39.0,47.0,4.0
39.0,48.0,5.0
39.0,49.0,3.0
39.0,51.0,1.0
39.0,52.0,5.0
39.0,53.0,7.0
39.0,60.0,3.0
39.0,62.0,2.0
39.0,63.0,3.0
39.0,64.0,6.0
39.0,65.0,1.0
39.0,78.0,1.0
40.0,4.0,1.0
40.0,13.0,1.0
40.0,15.0,2.0
40.0,30.0,2.0
40.0,31.0,2.0
40.0,33.0,1.0
40.0,42.0,1.0
40.0,44.0,2.0
40.0,46.0,6.0
40.0,47.0,3.0
40.0,50.0,7.0
40.0,51.0,3.0
40.0,52.0,1.0
40.0,54.0,4.0
40.0,59.0,1.0
40.0,60.0,10.0
40.0,62.0,1.0
40.0,64.0,3.0
40.0,65.0,3.0
40.0,67.0,2.0
40.0,71.0,1.0
40.0,72.0,1.0
40.0,74.0,1.0
41.0,13.0,1.0
41.0,18.0,1.0
41.0,19.0,1.0
41.0,31.0,2.0
41.0,32.0,1.0
41.0,33.0,2.0
41.0,37.0,1.0
41.0,40.0,2.0
41.0,43.0,1.0
41.0,44.0,1.0
41.0,46.0,1.0
41.0,47.0,2.0
41.0,49.0,1.0
41.0,50.0,5.0
41.0,51.0,4.0
41.0,52.0,1.0
41.0,55.0,1.0
41.0,57.0,1.0
41.0,60.0,2.0
41.0,62.0,1.0
41.0,63.0,7.0
41.0,64.0,3.0
41.0,65.0,3.0
41.0,67.0,2.0
41.0,71.0,1.0
41.0,72.0,1.0
41.0,73.0,3.0
41.0,77.0,1.0
41.0,78.0,1.0
42.0,7.0,1.0
42.0,13.0,1.0
42.0,33.0,1.0
42.0,38.0,2.0
42.0,40.0,1.0
42.0,41.0,2.0
42.0,42.0,1.0
42.0,44.0,1.0
42.0,46.0,1.0
42.0,50.0,13.0
42.0,53.0,1.0
42.0,60.0,1.0
42.0,62.0,3.0
42.0,64.0,3.0
42.0,65.0,2.0
42.0,66.0,2.0
42.0,69.0,1.0
42.0,70.0,1.0
42.0,73.0,8.0
42.0,76.0,2.0
43.0,11.0,1.0
43.0,12.0,1.0
43.0,19.0,3.0
43.0,32.0,2.0
43.0,40.0,1.0
43.0,44.0,3.0
43.0,46.0,2.0
43.0,47.0,6.0
43.0,48.0,1.0
43.0,50.0,9.0
43.0,51.0,3.0
43.0,52.0,1.0
43.0,53.0,4.0
43.0,54.0,1.0
43.0,56.0,2.0
43.0,57.0,14.0
43.0,58.0,5.0
43.0,59.0,6.0
43.0,60.0,5.0
43.0,61.0,9.0
43.0,62.0,6.0
43.0,63.0,4.0
43.0,64.0,7.0
43.0,65.0,4.0
43.0,67.0,2.0
43.0,68.0,1.0
43.0,69.0,1.0
43.0,73.0,4.0
43.0,74.0,2.0
43.0,75.0,1.0
43.0,78.0,1.0
44.0,36.0,2.0
44.0,44.0,4.0
44.0,45.0,1.0
44.0,48.0,1.0
44.0,50.0,4.0
44.0,51.0,4.0
44.0,52.0,5.0
44.0,53.0,6.0
44.0,54.0,1.0
44.0,55.0,11.0
44.0,56.0,2.0
44.0,57.0,1.0
44.0,59.0,1.0
