x,y,count
16.0,52.0,2.0
17.0,52.0,2.0
17.0,54.0,1.0
17.0,58.0,1.0
17.0,60.0,1.0
19.0,54.0,1.0
19.0,55.0,3.0
19.0,57.0,1.0
19.0,58.0,1.0
20.0,22.0,1.0
20.0,52.0,2.0
20.0,53.0,2.0
20.0,54.0,2.0
20.0,55.0,3.0
20.0,60.0,1.0
21.0,52.0,3.0
21.0,55.0,1.0
21.0,58.0,1.0
21.0,59.0,1.0
21.0,60.0,1.0
21.0,61.0,1.0
22.0,52.0,5.0
22.0,53.0,1.0
22.0,99.0,1.0
23.0,49.0,2.0
23.0,51.0,3.0
23.0,52.0,2.0
23.0,53.0,2.0
23.0,54.0,1.0
23.0,59.0,5.0
23.0,72.0,1.0
23.0,95.0,1.0
24.0,11.0,1.0
24.0,29.0,1.0
24.0,40.0,1.0
24.0,41.0,1.0
24.0,44.0,2.0
24.0,45.0,1.0
24.0,46.0,1.0
24.0,48.0,3.0
24.0,52.0,3.0
24.0,53.0,1.0
24.0,56.0,2.0
24.0,59.0,5.0
24.0,62.0,1.0
24.0,75.0,1.0
24.0,76.0,1.0
24.0,82.0,1.0
25.0,10.0,2.0
25.0,22.0,3.0
25.0,23.0,1.0
25.0,24.0,1.0
25.0,25.0,2.0
25.0,27.0,3.0
25.0,28.0,3.0
25.0,29.0,2.0
25.0,30.0,1.0
25.0,32.0,2.0
25.0,33.0,1.0
25.0,35.0,1.0
25.0,36.0,1.0
25.0,38.0,2.0
25.0,39.0,1.0
25.0,40.0,1.0
25.0,41.0,1.0
25.0,42.0,4.0
25.0,43.0,2.0
25.0,44.0,2.0
25.0,52.0,6.0
25.0,53.0,3.0
25.0,54.0,1.0
25.0,56.0,1.0
25.0,59.0,8.0
25.0,78.0,1.0
25.0,80.0,4.0
26.0,9.0,1.0
26.0,11.0,1.0
26.0,12.0,1.0
26.0,13.0,1.0
26.0,16.0,1.0
26.0,17.0,3.0
26.0,19.0,2.0
26.0,20.0,2.0
26.0,21.0,2.0
26.0,22.0,2.0
26.0,30.0,1.0
26.0,31.0,1.0
26.0,33.0,1.0
26.0,42.0,1.0
26.0,47.0,3.0
26.0,52.0,6.0
26.0,54.0,4.0
26.0,55.0,1.0
26.0,56.0,3.0
26.0,59.0,10.0
26.0,73.0,1.0
26.0,80.0,6.0
26.0,81.0,5.0
27.0,10.0,1.0
27.0,22.0,1.0
27.0,42.0,1.0
27.0,46.0,1.0
27.0,47.0,5.0
27.0,52.0,4.0
27.0,53.0,3.0
27.0,54.0,4.0
27.0,56.0,11.0
27.0,58.0,5.0
27.0,59.0,15.0
27.0,60.0,2.0
27.0,61.0,5.0
27.0,62.0,7.0
27.0,63.0,1.0
27.0,64.0,1.0
27.0,78.0,3.0
28.0,22.0,5.0
28.0,27.0,1.0
28.0,29.0,1.0
28.0,50.0,1.0
28.0,53.0,5.0
28.0,54.0,9.0
28.0,59.0,4.0
28.0,60.0,2.0
28.0,62.0,1.0
28.0,66.0,1.0
28.0,78.0,1.0
29.0,23.0,1.0
29.0,42.0,1.0
29.0,44.0,1.0
29.0,47.0,1.0
29.0,54.0,1.0
29.0,56.0,1.0
29.0,59.0,2.0
29.0,61.0,1.0
29.0,62.0,1.0
29.0,68.0,2.0
29.0,71.0,1.0
29.0,75.0,1.0
29.0,77.0,1.0
30.0,17.0,1.0
30.0,25.0,1.0
30.0,42.0,1.0
30.0,53.0,1.0
30.0,56.0,1.0
30.0,58.0,2.0
30.0,59.0,9.0
30.0,61.0,4.0
30.0,62.0,2.0
30.0,74.0,1.0
31.0,25.0,1.0
31.0,27.0,4.0
31.0,38.0,1.0
31.0,43.0,2.0
31.0,44.0,1.0
31.0,46.0,1.0
31.0,47.0,2.0
31.0,49.0,2.0
31.0,53.0,9.0
31.0,54.0,8.0
31.0,55.0,3.0
31.0,56.0,1.0
31.0,57.0,1.0
31.0,59.0,4.0
31.0,62.0,1.0
31.0,76.0,2.0
32.0,26.0,1.0
32.0,29.0,1.0
32.0,36.0,1.0
32.0,44.0,1.0
32.0,47.0,2.0
32.0,53.0,6.0
32.0,56.0,2.0
32.0,58.0,1.0
32.0,59.0,7.0
32.0,61.0,1.0
32.0,62.0,2.0
33.0,26.0,1.0
33.0,43.0,3.0
33.0,44.0,2.0
33.0,46.0,1.0
33.0,47.0,5.0
33.0,53.0,3.0
33.0,54.0,1.0
33.0,55.0,2.0
33.0,58.0,1.0
33.0,59.0,8.0
34.0,26.0,1.0
34.0,30.0,1.0
34.0,34.0,1.0
34.0,44.0,5.0
34.0,46.0,3.0
34.0,54.0,1.0
34.0,56.0,2.0
34.0,59.0,4.0
34.0,75.0,1.0
34.0,76.0,1.0
35.0,44.0,3.0
35.0,45.0,2.0
35.0,46.0,2.0
35.0,47.0,1.0
35.0,51.0,5.0
35.0,54.0,4.0
35.0,56.0,2.0
35.0,58.0,1.0
35.0,59.0,4.0
35.0,63.0,1.0
35.0,67.0,1.0
35.0,76.0,3.0
36.0,32.0,1.0
36.0,45.0,4.0
36.0,46.0,2.0
36.0,47.0,1.0
36.0,54.0,1.0
36.0,55.0,2.0
36.0,56.0,2.0
36.0,58.0,1.0
36.0,59.0,3.0
36.0,60.0,1.0
36.0,63.0,1.0
36.0,65.0,1.0
36.0,76.0,2.0
37.0,32.0,1.0
37.0,45.0,2.0
37.0,46.0,3.0
37.0,47.0,6.0
37.0,54.0,1.0
37.0,58.0,2.0
37.0,59.0,6.0
37.0,66.0,1.0
37.0,77.0,1.0
38.0,28.0,2.0
38.0,29.0,1.0
38.0,46.0,2.0
38.0,47.0,1.0
38.0,54.0,6.0
38.0,55.0,3.0
38.0,56.0,5.0
38.0,57.0,1.0
38.0,59.0,3.0
38.0,60.0,3.0
38.0,63.0,3.0
38.0,67.0,1.0
38.0,77.0,2.0
39.0,29.0,1.0
39.0,30.0,1.0
39.0,46.0,1.0
39.0,47.0,13.0
39.0,48.0,2.0
39.0,49.0,3.0
39.0,50.0,9.0
39.0,51.0,1.0
39.0,53.0,9.0
39.0,54.0,8.0
39.0,57.0,3.0
39.0,58.0,1.0
39.0,59.0,1.0
39.0,60.0,7.0
39.0,62.0,1.0
39.0,63.0,2.0
39.0,64.0,1.0
39.0,71.0,9.0
39.0,72.0,1.0
39.0,78.0,3.0
40.0,30.0,1.0
40.0,31.0,6.0
40.0,43.0,1.0
40.0,44.0,2.0
40.0,45.0,2.0
40.0,46.0,5.0
40.0,47.0,7.0
40.0,48.0,1.0
40.0,49.0,8.0
40.0,50.0,4.0
40.0,51.0,3.0
40.0,53.0,6.0
40.0,54.0,4.0
40.0,55.0,1.0
40.0,57.0,4.0
40.0,60.0,4.0
40.0,64.0,2.0
40.0,67.0,1.0
40.0,71.0,1.0
40.0,72.0,1.0
40.0,74.0,3.0
41.0,48.0,2.0
41.0,49.0,1.0
41.0,50.0,4.0
41.0,51.0,7.0
41.0,53.0,6.0
41.0,54.0,5.0
41.0,55.0,2.0
41.0,57.0,2.0
41.0,60.0,5.0
41.0,64.0,2.0
41.0,71.0,2.0
41.0,73.0,2.0
42.0,8.0,1.0
42.0,31.0,1.0
42.0,43.0,1.0
42.0,44.0,1.0
42.0,45.0,1.0
42.0,47.0,1.0
42.0,50.0,2.0
42.0,51.0,4.0
42.0,53.0,3.0
42.0,54.0,1.0
42.0,55.0,15.0
42.0,57.0,2.0
42.0,60.0,3.0
42.0,64.0,1.0
42.0,66.0,1.0
42.0,67.0,2.0
42.0,68.0,1.0
42.0,73.0,2.0
42.0,75.0,2.0
42.0,76.0,5.0
42.0,77.0,1.0
42.0,78.0,3.0
43.0,12.0,1.0
43.0,44.0,3.0
43.0,48.0,4.0
43.0,50.0,3.0
43.0,51.0,2.0
43.0,52.0,1.0
43.0,53.0,12.0
43.0,54.0,4.0
43.0,55.0,19.0
43.0,56.0,4.0
43.0,57.0,18.0
43.0,58.0,6.0
43.0,59.0,10.0
43.0,60.0,19.0
43.0,61.0,11.0
43.0,62.0,7.0
43.0,63.0,8.0
43.0,64.0,3.0
43.0,65.0,1.0
43.0,66.0,4.0
43.0,68.0,1.0
43.0,69.0,1.0
43.0,73.0,7.0
43.0,74.0,3.0
43.0,75.0,1.0
43.0,76.0,10.0
43.0,77.0,1.0
43.0,78.0,1.0
43.0,79.0,1.0
44.0,14.0,1.0
44.0,27.0,1.0
44.0,43.0,2.0
44.0,44.0,2.0
44.0,48.0,1.0
44.0,50.0,14.0
44.0,51.0,9.0
44.0,52.0,5.0
44.0,53.0,8.0
44.0,54.0,42.0
44.0,55.0,19.0
44.0,57.0,3.0
44.0,60.0,2.0
44.0,61.0,1.0
44.0,62.0,1.0
44.0,63.0,8.0
44.0,64.0,3.0
44.0,65.0,1.0
44.0,71.0,1.0
44.0,73.0,1.0
44.0,74.0,5.0
44.0,76.0,1.0
44.0,79.0,2.0
45.0,32.0,8.0
45.0,33.0,3.0
45.0,35.0,1.0
45.0,40.0,1.0
45.0,41.0,5.0
45.0,42.0,1.0
45.0,43.0,1.0
45.0,44.0,1.0
45.0,49.0,1.0
45.0,50.0,1.0
45.0,51.0,8.0
45.0,52.0,2.0
45.0,54.0,6.0
45.0,55.0,7.0
45.0,56.0,1.0
45.0,57.0,2.0
45.0,58.0,4.0
45.0,60.0,1.0
45.0,61.0,4.0
45.0,63.0,5.0
45.0,64.0,3.0
45.0,70.0,2.0
45.0,72.0,1.0
45.0,73.0,7.0
45.0,74.0,10.0
45.0,75.0,1.0
45.0,76.0,2.0
45.0,79.0,2.0
46.0,23.0,1.0
46.0,34.0,1.0
46.0,37.0,1.0
46.0,38.0,1.0
46.0,41.0,1.0
46.0,43.0,1.0
46.0,44.0,2.0
46.0,45.0,1.0
46.0,47.0,2.0
46.0,48.0,1.0
46.0,51.0,3.0
46.0,52.0,8.0
46.0,54.0,3.0
46.0,55.0,5.0
46.0,56.0,1.0
46.0,57.0,3.0
46.0,58.0,6.0
46.0,61.0,2.0
46.0,63.0,5.0
46.0,64.0,1.0
46.0,72.0,2.0
46.0,73.0,1.0
46.0,74.0,8.0
46.0,75.0,1.0
46.0,78.0,1.0
46.0,79.0,5.0
47.0,17.0,1.0
47.0,18.0,2.0
47.0,38.0,1.0
47.0,39.0,1.0
47.0,43.0,3.0
47.0,44.0,1.0
47.0,46.0,1.0
47.0,51.0,4.0
47.0,52.0,3.0
47.0,53.0,1.0
47.0,54.0,5.0
47.0,55.0,4.0
47.0,56.0,1.0
47.0,57.0,3.0
47.0,58.0,4.0
47.0,59.0,1.0
47.0,61.0,7.0
47.0,62.0,1.0
47.0,63.0,5.0
47.0,64.0,4.0
47.0,65.0,7.0
47.0,66.0,4.0
47.0,67.0,4.0
47.0,68.0,5.0
47.0,69.0,5.0
47.0,70.0,1.0
47.0,71.0,3.0
47.0,72.0,1.0
47.0,73.0,1.0
47.0,74.0,11.0
47.0,75.0,2.0
47.0,76.0,1.0
47.0,77.0,3.0
47.0,79.0,3.0
48.0,44.0,2.0
48.0,51.0,3.0
48.0,52.0,2.0
48.0,53.0,9.0
48.0,54.0,8.0
48.0,55.0,2.0
48.0,56.0,10.0
48.0,57.0,3.0
48.0,58.0,1.0
48.0,59.0,3.0
48.0,61.0,8.0
48.0,62.0,5.0
48.0,63.0,8.0
48.0,64.0,5.0
48.0,65.0,4.0
48.0,67.0,1.0
48.0,68.0,3.0
48.0,69.0,1.0
48.0,71.0,2.0
48.0,72.0,3.0
48.0,74.0,9.0
48.0,75.0,8.0
